,new_kec,old_kec,new_kab,old_kab,new_prov,old_prov,berita
89,mampang prapatan,-,jakarta selatan,jakarta selatan,dki jakarta,dki jakarta," \- Kebakaran melanda pemukiman di Jl. Bangka Raya Gang Amal 1, Kelurahan
Pela Mampang, Kecamatan Mampang Prapatan, Jakarta Selatan, pada Senin malam.

Tim Reaksi Cepat Badan Penanggulangan Bencana Daerah (TRC BPBD) DKI Jakarta
mencatat, kebakaran berasal dari salah satu rumah warga RT 008/RW 005 pada
pukul 20.00 WIB. Kemudian api menyambar karena tiupan angin kencang sehingga
api merambat ke RT 007 dan RT 006.

Dari kebakaran tersebut, telah dikerahkan 36 unit damkar beserta SKPD lainnya,
seperti unit PLN, unit PMI, unit AGD Dinkes, unit Dishub, unit Satpol PP,
PSKB/Tagana Dinsos, personil Polsek dan personil Koramil.

TRC BPBD penyebab kebakaran itu diakibatkan karena korsleting listrik yang
menyebabkan RT 06, 07 dan 08 di RW 05 ikut merambat terbakar. Selain itu,
sekitar 600 jiwa yang terdampak, kini diarahkan untuk mengungsi.

""Sementara korban mengungsi di Masjid Jami Al-Aqwam, Jl. Bangka Raya No. 27,
RT. 005/RW.005, Kelurahan Pela Mampang, Kecamatan Mampang Prapatan dan di Jl.
Bangka Buntu 2, RT. 010/005,"" tulis laporan TRC BPBD, Senin, 26 Desember 2022.

Lebih lanjut, saat ini perlengkapan yang dibutuhkan untuk para pengungsi di
antaranya meliputi, matras, selimut, air mineral, terpal, kidsware dan family
kid.

 "
90,-,-,jakarta pusat,jakarta pusat,dki jakarta,dki jakarta," \- Pemerintah Kota Jakarta Pusat mengandalkan kolam olakan dan pompa air
untuk penanggulangan banjir di wilayah tersebut. Wali Kota Jakarta Pusat Dhany
Sukma mengatakan kolam olakan efektif untuk mengendalikan genangan di
wilayahnya.

Selain kolam olakan, penanggulangan banjir di Jakarta Pusat dilakukan dengan
penempatan pompa permanen di sejumlah titik. Pemkot Jakpus juga melakukan
pengerukan kali untuk meningkatkan daya tampung air.

""Wilayah Karet, Jalan H Abdul Jalil, yang sebelumnya sering ada genangan atau
banjir, sekarang terkendali setelah dibuat kolam olakan,"" kata Dhany di
Jakarta, Selasa, 6 Desember 2022, seperti dikutip dari .

Selain pompa stasioner, Pemkot Jakpus juga membuat 9 sumur resapan di area
masjid. Pompa air permanen juga dipasang di Jalan Margono.

""Di daerah Petamburan juga sudah dibangun kolam olakan, bikin pompa air
sepanjang saluran itu, kami pelihara, tidak ada sumbatan, Insya Allah lancar,""
ujarnya.

Pengendalian banjir juga telah dilakukan di Karet Tengsin RW 04 dan 05 yang
merupakan daerah rawan banjir. Kini genangan banjir bisa ditangani dengan
pembuatan kolam olakan.

""Di Karet Tengsin yang langganan banjir, kami tutup dengan pintu air, kami  ke
rumah susun,"" katanya.

Di rumah susun, Pemkot Jakpus membuat kolam olakan dan dilengkapi dengan pompa
air. ""Alhamdulillah sekarang tidak pernah ada kejadian banjir di sana,"" kata
Dhany.

Upaya penanggulangan banjir di Jakarta Pusat, kata Dhany, berjalan efektif.
Angka genangan di wilayah tersebut berkurang. Hal itu bisa dilihat dari
informasi Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta. ""Jakpus
tidak ada genangan selama ini,"" tambahnya.

 "
91,barru,-,barru,-,sulawesi selatan,sulawesi selatan,"\-

Badan Meteorologi dan Klimatologi dan Geofisika (BMKG) Wilayah IV Makassar
mengeluarkan peringatan dini cuaca ekstrem di wilayah Sulawesi Selatan
(Sulsel). Kondisi ini masih akan berlangsung hingga besok.

""Monitoring perkembangan dinamika atmosfer terkini menunjukkan indikasi adanya
potensi curah hujan di wilayah Sulawesi Selatan,"" ujar Plh Kepala BMKG wilayah
IV Makassar A Kamal dalam keterangannya, Sabtu (24/12/2022).

Peringatan dini cuaca buruk ini disebut sudah terjadi sejak kemarin dan akan
berlangsung hingga Minggu (25/12) besok. Kamal kemudian menjelaskan pemicu
situasi tersebut.

  

""Analisis model cuaca menunjukkan kelembapan udara lapisan atas hingga
ketinggian 500 mb dalam kondisi bawah (70-100%). Selanjutnya diprakirakan
terjadi perlambatan arus angin (konfluensi) di Selatan Makassar bagian
Selatan,"" urai dia.

Situasi tersebut menyebabkan penumpukan massa udara yang mendukung pertumbuhan
awan hujan dan bergerak ke wilayah Sulawesi Selatan.

""Terdampat kemungkinan potensi banjir rob di pesisir barat Sulawesi Selatan
karena bertepatan dengan fase pasang maksimum,"" ungkap Kamal.

BMKG memprakirakan hujan intensitas sedang hingga lebat berpotensi terjadi di
wilayah Sulsel bagian barat. Wilayah itu meliputi Pinrang, Parepare, Barru,
Pangkep, Maros, Makassar, dan Takalar.

Sementara potensi hujan lebat juga diprediksi menerjang wilayah Sulsel bagian
tengah, yakni Soppeng, Gowa. Hal ini juga terjadi di wilayah Sulsel bagian
selatan yang meliputi Jeneponto,dan Kepulauan Selayar.

""Ada potensi angin kencang di pesisir barat dan selatan Sulsel,"" tegas Kamal.

Kamal juga mengimbau masyarakat untuk mewaspadai gelombang tinggi di perairan
sekitar Sulsel. Pemerintah daerah dan masyarakat diharapkan meningkatkan
kesiapsiagaan terhadap potensi terjadinya bencana hidrometeorologi.

""Dampak tersebut antara lain banjir/genangan, banjir bandang, banjir rob,
tanah longsor, angin kencang, pohon tumbang, dan keterlambatan jadwal
penerbangan/pelayaran,"" beber Kamal.

## Peringatan Dini Cuaca Buruk

   Makassar
   Pinrang
   Parepare
   Soppeng
   Barru
   Pangkep
   Maros
   Gowa
   Takalar
   Jeneponto
   Kepulauan Selayar

## Wilayah Potensi Gelombang Tinggi

   Perairan Spermonde Pangkep
   Perairan Spermonde Makassar
   Teluk Bone bagian utara
   Laut Flores bagian utara
   Laut Flores bagian timur

   Perairan Parepare
   Perairan Spermonde Pangkep bagian barat
   Perairan Spermonde Makassar bagian barat
   Teluk Bone bagian selatan
   Perairan Pulau Bonerate-Kalaotoa bagian Utara
   Perairan Pulau Bonerate-Kalaotoa bagian Selatan

   Selat Makassar bagian selatan
   Perairan Barat Kepulauan Selayar
   Perairan Kepulauan Sabalana
   Perairan Timur Kepulauan Selayar
   Laut Flores bagian Barat

  
  
  
[Gambas:Video 20detik]  

 "
92,jenawi,jenawi,karanganyar,karanganyar,jawa tengah,jawa tengah,"\-

Banjir dan tanah longsor melanda Kabupaten Karanganyar kemarin. Satu orang
dilaporkan meninggal dan puluhan kepala keluarga (KK) terdampak.

""BPBD Kabupaten Karanganyar telah mengevakuasi korban meninggal tersebut,""
kata Plt Kepusdatinkom Kebencanaan Badan Nasional Penanggulangan Bencana
(BNPB), Abdul Muhari, Sabtu (24/12/2022), seperti dilansir .

Peristiwa ini terjadi pada pukul 18.00 WIB kemarin di Dusun Karanglo, Desa
Sidomukti, Kecamatan Jenawi, Kabupaten Karanganyar. BPBD Karanganyar
melaporkan hujan deras mengguyur kawasan itu sejak pukul 15.00 WIB.

  

""Menurut informasi BPBD, tanah longsor juga menimpa beberapa titik di
Kecamatan Jenawi, yaitu teridentifikasi di Dusun Nglebak, Desa Lempong,""
katanya.

Tanah longsor juga merusak tempat tinggal dan talut di sekitar bangunan rumah
warga.

Banjir melanda beberapa kawasan di Desa Jati, Kecamatan Jaten. Peristiwa ini
tidak mengakibatkan jatuhnya korban jiwa, namun debit air akibat hujan lebat
akhirnya merusak tanggul sungai.

""Kondisi ini menyebabkan sejumlah rumah warga tergenang banjir. BPBD mencatat
53 KK yang rumahnya terendam banjir dengan ketinggian muka air antara 70-100
cm,"" ucapnya.

Merespons kondisi di daerahnya, tim reaksi cepat (TRC) BPBD Kabupaten
Karanganyar bersama unsur terkait lain telah melakukan upaya-upaya darurat di
lokasi bencana. Para personel berkoordinasi dengan pihak desa maupun kecamatan
untuk mendapatkan informasi situasi di wilayah mereka.

Diberitakan sebelumnya, sejumlah perumahan dan fasilitas umum di Kecamatan
Karanganyar, Kabupaten Karanganyar, tergenang banjir, Jumat (23/12) sore.
Banjir dipicu hujan lebat yang mengguyur Karanganyar dalam durasi cukup lama.

Kepala BPBD Karanganyar, Bagus Darmadi mengatakan banjir terjadi akibat
drainase tak mampu menampung air hujan.

""Ini hujannya merata. Kiriman air dari atas cukup banyak. Kali Siwaluh
sebenarnya tidak penuh, tapi ini karena drainase saja yang tidak muat hingga
meluap ke jalan,"" kata Bagus saat dihubungi , Jumat (23/12).

Dia mengatakan, Masjid Agung Karanganyar ke arah barat menjadi lokasi banjir
yang cukup parah. Termasuk di perumahan seperti di Perumahan Saraswati dan
Perumahan Wahyu Tomo, serta di Jalan Lalung. Menurutnya, banjir terparah
terjadi sekitar pukul 17.00 WIB.

""Ketinggian air hingga selutut orang dewasa. Ini sudah mulai surut, seiring
intensitas hujan yang sudah berkurang. Tim kami masih bersiaga di lapangan,""
ujarnya.

Dia menuturkan, banjir ini terparah yang terjadi di Karanganyar Kota selama
beberapa tahun terakhir. Biasanya banjir hanya terjadi di sejumlah titik namun
kali ini merata.

  
  
  
[Gambas:Video 20detik]  

 "
93,penjaringan,-,jakarta utara,-,dki jakarta,dki jakarta," \- Tim gabungan lintas Organisasi Perangkat Daerah (OPD) di DKI Jakarta
menangani rob atau  yang melanda delapan Rukun Tetangga (RT) di Jakarta Utara
dengan ketinggian 20-30 centimeter.

""Kami mencatat saat ini terdapat delapan RT atau 0,026 persen dari 30.470 RT
yang ada di wilayah DKI Jakarta,"" kata Kepala Pelaksana BPBD DKI Jakarta
Isnawa Adji di Jakarta, Rabu, 7 Desember 2022.

Adapun delapan RT yang dilanda rob itu yakni sebanyak lima RT di Kelurahan
Pluit dengan ketinggian air 20 - 25 cm.

Kemudian, dua RT di Kelurahan Marunda dengan ketinggian air mencapai 30 cm dan
satu di Kelurahan Koja dengan ketinggian air 20 cm.

Adapun tim yang terlibat di antaranya BPBD, Dinas Sumber Daya Air, Dinas Bina
Marga dan Dinas Penanggulangan Kebakaran dan Penyelamatan (Gulkarmat).

Mereka mengerahkan personel dan mengawasi kondisi genangan untuk melakukan
penyedotan genangan dan memastikan tali-tali air berfungsi dengan baik bersama
dengan para lurah dan camat setempat. ""Genangan ditargetkan untuk surut dalam
waktu cepat,"" ucap Isnawa.

Sebelumnya, BMKG merilis waspada banjir pesisir pada 06-13 Desember 2022 yang
disebabkan aktivitas pasang air laut bersamaan dengan fase bulan purnama
mempengaruhi dinamika pesisir pantai.

Warga yang berada di wilayah pesisir DKI Jakarta seperti di Kamal Muara, Kapuk
Muara, Penjaringan, Pluit, Ancol, Kamal, Marunda, Cilincing, dan Kalibaru
diimbau untuk waspada terhadap peningkatan ketinggian pasang air laut maksimum
yang berpotensi menyebabkan terjadinya banjir pesisir.

BPBD DKI mengimbau kepada masyarakat agar tetap berhati-hati dan waspada
terhadap potensi genangan.

Apabila dalam keadaan darurat, ia meminta masyarakat segera hubungi nomor
telepon 112 yang merupakan layanan gratis dan beroperasi selama 24 jam non-
stop.

Isnawa meminta masyarakat memantau informasi terkini mengenai  air laut pada
laman bpbd.jakarta.go.id/gelombanglaut.

 "
94,-,cina,-,bone,-,sulawesi selatan,"ONOMI DAN BISNIS  
7 Desember 2022

Banjir Beras di Atas Kertas

Polemik data beras kian meruncing. Kementerian Pertanian dan Perum Bulog
beradu klaim soal ketersediaan beras untuk memenuhi cadangan minimal 1,2 juta
ton di akhir tahun ini. Kementerian Pertanian mengklaim pasokan beras masih
melimpah di penggilingan dan petani. Sebaliknya, Bulog mengeluh lantaran sulit
mencari beras.

Dalam rapat bersama Dewan Perwakilan Rakyat pada 23 November, pertentangan
antara dua lembaga ini kian memanas. DPR dan Bulog menantang Kementerian
Pertanian untuk mendatangkan pasokan beras minimal 600 ribu ton dalam enam
hari. Pada kenyataannya, sampai tenggat itu lewat target itu tak terpenuhi.

Alih-alih mengoreksi data, Kementerian Pertanian mengirim surat berisi daftar
ratusan penggilingan beras di berbagai wilayah yang bakal memasok beras untuk
Bulog. Pabrik-pabrik itu, menurut Kementerian Pertanian, sanggup memasok
puluhan hingga ratusan ribu ton beras. Tapi itu ternyata cuma klaim di atas
kertas. Reportase Tempo menemukan sejumlah pengusaha yang mengaku dimintai
komitmen pasokan beras di luar kesanggupan mereka. Mengapa ini terjadi?

Di tengah polemik ini, Bulog membuka wacana untuk mengimpor beras demi
memenuhi target cadangan beras pemerintah. Toh impor pun tak mudah karena stok
di negara pemasok juga menipis. India, pemasok beras terbesar, bahkan melarang
impor demi memenuhi kebutuhan domestik. Harga komoditas pangan utama ini pun
terus meroket sehingga anggaran impor bisa jadi membengkak.

Selain data beras yang diragukan akurasinya, kami juga menulis tentang kian
maraknya grup bisnis raksasa yang terjun ke industri beras. Perusahaan-
perusahaan besar seperti Wilmar dan MNC pun bersaing berebut pasokan gabah dan
beras dengan Bulog. Selamat membaca

Fery Firmansyah  
Redaktur Utama

  
Banjir Beras di Atas Kertas

Apa di balik perbedaan data beras antara Bulog dan Kementerian Pertanian?

Sulit Mencari Gabah Murah

Bagaimana Bulog dan penggilingan beras kesulitan menemukan gabah pasca
surutnya hasil panen.

Tatkala Raksasa Berebut Beras

Sejumlah perusahaan besar masuk ke bisnis beras dan berebut pasokan dengan
Bulog.

Opini  
Tak Becus Mengurus Beras  
Mengapa urusan beras selalu jadi masalah dan terus berulang?

SINYAL PASAR  
Kebijakan Pandemi Cina  
Apa dampak penanganan pandemi Covid-19 di Cina terhadap ekonomi dunia?

 "
95,anggeraja,-,enrekang,-,sulawesi selatan,sulawesi selatan,"\-

Jalan Poros Enrekang-Toraja, Sulawesi Selatan (Sulsel) amblas akibat longsor.
Akibatnya, arus lalu lintas (lalin) tersendat dan menyebabkan kemacetan hingga
3 kilometer.

Pantauan di Jalan Poros Enrekang-Toraja, Desa Mendatte, Kecamatan Anggeraja,
Enrekang, Rabu (21/12/2022). Tampak jalanan amblas pada satu sisi badan jalan.
Kondisi ini mengakibatkan antrean kendaraan hingga 3 kilometer.

Kendaraan juga melaju pelan saat berada di jalan tersebut. Di sisi jalan
tersebut, terlihat satu alat berat beroperasi mengangkat material tanah.

  

Terlihat pula sebuah papan pengumuman di pinggir jalan yang mengingatkan
pengendara berhati-hati karena ada perbaikan jalan.

""Mau merayakan Natal di Toraja Utara bersama keluarga. Sudah 1 jam kami antre
tapi belum lolos karena jalan amblas,"" kata salah seorang pemudik asal
Makassar, Jony kepada Rabu (21/12).

Jony mengungkapkan, dirinya bersama keluarganya memilih jalur darat karena
lebih cepat. Namun kata dia, saat memasuki Kabupaten Enrekang beberapa akses
Jalan Poros Trans Sulawesi banyak yang rusak parah.

""Kami tidak tahu kalau keadaannya seperti ini, karena kami anggap bagus jalan.
Ternyata banyak yang rusak parah, ada yang amblas sampai kita tertahan berjam-
jam di sini,"" ungkapnya.

Sementara Kasat Lantas Enrekang Iptu Ibrahim membenarkan adanya gangguan
lalulintas terjadi di Jalan Poros Enrekang-Toraja diakibatkan 1 sisi badan
jalan yang ambles.

""Iya betul, anggota kami sudah berada di lokasi untuk mengatur lalulintas.
Memang terjadi penumpukan kendaraan di sana,"" ujar Ibrahim.

Ibrahim mengatakan, pihaknya sudah menurunkan petugas di lokasi. Petugas
menerapkan sistem buka-tutup agar arus lalu lintas tetap berjalan.

Dia pun mengimbau pengguna jalan agar berhati-hati saat melalu jalur Poros
Enrekang-Toraja.

""Kita terapkan sistem buka tutup, jadi bergantian agar lalulintas tetap
berjalan. Para pengguna jalan agar kiranya tetap berhati-hati saat memasuki
Enrekang menuju Toraja. Tetap utamakan keselamatan dalam berkendara,""
tandasnya.

  
  
  
[Gambas:Video 20detik]  

 "
96,koja,-,jakarta utara,jakarta utara,dki jakarta,dki jakarta," \- Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta meminta
masyarakat untuk waspada akan potensi rob atau banjir pesisir di delapan
lokasi di Jakarta Utara.

""BPBD mencatat saat ini terdapat 8 RT atau 0,026 persen dari 30.470 RT yang
ada di wilayah DKI,"" demikian pernyataan tertulis dari BPBD DKI Jakarta, Rabu,
7 Desember 2022.

Adapun lokasi tersebut terdiri dari Kelurahan Pluit yang meliputi 5 RT dengan
ketinggian 20 hingga 25 sentimeter, Kelurahan Marunda meliputi 2 RT dengan
ketinggian mencapai 30 sentimeter, serta Kelurahan Koja yang meliputi 1 RT
dengan ketinggian 20 sentimeter.

Sebelumnya, BMKG merilis informasi waspada banjir pesisir untuk periode 6
sampai 13 Desember 2022. Informasi tersebut berisi peringatan tentang pasang
air laut yang berpotensi menyebabkan banjir pesisir (ROB) di beberapa titik di
wilayah Jakarta.

Menanggapi hal ini, BPBD DKI Jakarta mengerahkan personel untuk memonitor
kondisi genangan di setiap wilayah. Selain itu, BPBD juga berkoordinasi dengan
unsur Dinas SDA, Dinas Bina Marga, dan Dinas Gulkarmat untuk melakukan
penyedotan genangan serta memastikan tali-tali air berfungsi dengan baik
bersama lurah dan camat setempat agar wilayah tergenang dapat segera surut.

""Genangan ditargetkan untuk surut dalam waktu cepat,"" tulis BPBD DKI.

BPBD DKI juga mengimbau masyarakat agar tetap mewaspadai potensi genangan.
Jika sedang dalam keadaan darurat, warga bisa menghubungi layanan 24 jam di
nomor telepon 112. ""Tetap berhati-hati dan waspada terhadap potensi genangan,""

VANIA NOVIE ANDINI

 "
97,jatinegara,-,jakarta timur,-,dki jakarta,dki jakarta," \- Penjabat (Pj) Gubernur DKI Jakarta  Hartono mengatakan pembangunan
Sodetan Ciliwung masih berjalan. Menurut dia, salah satu proyek penanggulangan
banjir ini dapat beroperasi pada Maret 2023.

Sodetan dalam waktu dekat bisa direalisasi dan fisiknya bisa digunakan untuk
pencegahan banjir di Maret, kata dia di Ruang Pola Balai Kota, Jakarta Pusat,
Kamis, 15 Desember 2022.

Sebelumnya, Heru mengatakan proyek ini rampung pada April 2023. Hari ini dia
memastikan operasional sodetan bisa lebih cepat satu bulan. Sebenarnya dalam
kontrak, pembangunan Sodetan Ciliwung ditargetkan rampung Agustus 2023.

Kepala Sekretariat Presiden ini berharap seluruh proyek yang masuk dalam tiga
program prioritasnya berjalan dengan baik dan bisa dieksekusi dalam waktu
dekat. Salah satu program prioritas Heru adalah penanggulangan banjir.

Salah satu tugas kami yang dapat kami selesaikan dalam waktu sampai dengan
Maret. Saya rasa masih banyak tantangan-tantangan kami, ujar dia.

Heru memaparkan pembangunan proyek ini sempat terhambat akibat masalah
pembebasan lahan. Kini, masalah tersebut sudah teratasi.

Kalau masih ada sengketa lahan, lanjut dia, pemerintah DKI akan menempuh
langkah konsinyasi agar tidak menghambat pembangunan proyek.

""Jika ada pihak-pihak yang bersengketa, sesuai aturan kami akan melakukan
konsinyasi dan proyek tetap berjalan,"" jelas dia.

  
Proyek  adalah salah satu upaya pengendalian banjir di Ibu Kota di bagian
hilir. Pembangunannya terdiri dari (pintu keluar sodetan) dan (pintu masuk
sodetan).

Sodetan Kali Ciliwung berlokasi di Jalan D.I. Panjaitan, Kelurahan Cipinang
Besar Selatan. Sementara ada di Jalan Sensus II D, RT 008/RW 04 Kelurahan
Bidara Cina, Kecamatan Jatinegara. Sodetan ini berfungsi mengalirkan air Kali
Ciliwung ke Kanal Banjir Timur (KBT) dengan volume 60 meter kubik per detik.

Upaya pengendalian banjir Jakarta di bagian hilir lainnya adalah membangun
Stasiun Pompa Ancol Sentiong, Jalan R.E. Martadinata, Tanjung Priok, Jakarta
Utara. Lokasinya persis di samping Jakarta International Stadium (JIS).

Kemudian, pembangunan tanggul kritis pantai Jakarta sepanjang 33,2 kilometer.
Kementerian PUPR dan pemerintah DKI telah menandatangani (MoU) pengerjaan
proyek tersebut pada 2020. Kementerian PUPR akan membangun tanggul sepanjang
10,82 kilometer dan jatah pemerintah DKI 22,11 kilometer.

Penanganan banjir yang terakhir adalah Kali Ciliwung sepanjang 33,69
kilometer. Selain itu, ada juga upaya pengendalian banjir Jakarta di bagian
hulu, yakni membangun Bendungan Ciawi dan Sukamahi.

 "
98,ciracas,-,jakarta timur,jakarta timur,dki jakarta,dki jakarta," \- Pemerintah Kota Jakarta Timur akan membuat embung untuk penanggulangan
di RW 05 Kelurahan Susukan, Kecamatan Ciracas. Wali Kota Jakarta Timur
Muhammad Anwar sudah menyiapkan lokasi seluas 8.000 meter persegi untuk
membangun embung itu.

Dari peninjauan di lingkungan ada lahan seluas 8.000 meter persegi yang bisa
dimanfaatkan sebagai , kata Anwar di Jakarta, Senin, 12 Desember 2022,
seperti dikutip dari .

Embung itu diharapkan dapat membebaskan masyarakat di RW 05 Susukan Ciracas
dari ancaman banjir. Wilayah itu langganan banjir ketika musim hujan dan
mengganggu aktivitas masyarakat.

Selain jadi kantong resapan air saat musim hujan, embung dapat menambah
keasrian bagi lingkungan warga sekitar. Kami akan segera lapor kepada Pak Pj
Gubernur sehingga Dinas Sumber Daya Air bisa segera menindaklanjuti,"" ujarnya.

Menanggapi rencana pembuatan embung itu, Ketua RW 05 Kelurahan Susukan, ,
Sahadi senang karena wilayahnya bisa terbebas dari banjir.

Kami senang karena langsung akan ditindaklanjuti, selain pintu air, pompa dan
ke depan akan dibuatkan embung, semoga saja ini menjawab harapan warga agar
tidak kembali banjir, ujar Sahadi.

 "
99,jati,karanganyar,blora,demak,jawa tengah,jawa tengah,"\-

Hujan lebat menyebabkan longsor dan banjir di Kabupaten Karanganyar, Jawa
Tengah (Jateng). Seorang warga dilaporkan BPBD Karanganyar akibat tertimbun
tanah longsor.

""BPBD Kabupaten Karanganyar telah mengevakuasi korban meninggal tersebut,""
Plt. Kepusdatinkom Kebencanaan BNPB, Abdul Muhari, Sabtu (24/12/2022).

Peristiwa ini terjadi pada pukul 18.00 WIB di Dusun Karanglo, Desa Sidomukti,
Kecamatan Jenawi, Kabupaten Karanganyar. BPBD Karanganyar melaporkan hujan
deras mengguyur kawasan itu sejak pukul 15.00 WIB.

""Menurut informasi BPBD, tanah longsor juga menimpa beberapa titik di
Kecamatan Jenawi, yaitu teridentifikasi di Dusun Nglebak, Desa Lempong,""
katanya.

Tanah longsor juga merusak tempat tinggal dan talud di sekitar bangunan rumah
warga.

### 53 Keluarga Terdampak Banjir

Sedangkan banjir melanda beberapa kawasan di Desa Jati, Kecamatan Jaten.
Peristiwa ini tidak mengakibatkan jatuhnya korban jiwa. Debit air akibat hujan
lebat akhirnya merusak tanggul sungai.

""Kondisi ini menyebabkan sejumlah rumah warga tergenang banjir. BPBD mencatat
53 KK yang rumahnya terendam banjir dengan ketinggian muka air antara 70-100
cm,"" ucapnya.

Merespons kondisi di daerahnya, tim reaksi cepat (TRC) BPBD Kabupaten
Karanganyar bersama unsur terkait lain telah melakukan upaya-upaya darurat di
lokasi bencana. Para personel berkoordinasi dengan pihak desa maupun kecamatan
untuk mendapatkan informasi situasi di wilayah mereka.

### Potensi Bencana Tinggi di Karanganyar

Di samping itu, petugas juga menyiagakan peralatan dan perlengkapan jika ada
warga membutuhkan evakuasi.

 _Simak selengkapnya di halaman selanjutnya._

Halaman 1  2

Selanjutnya __

 "
100,sukaraja,sukaraja,bogor,bogor,jawa barat,jawa barat,"\-

Perbaikan bekas longsor di Jl Jembatan 3 dekat Jl Raya Cilebut, Kecamatan
Sukaraja, Kabupaten Bogor, hampir rampung. Pembangunan dinding penahan tanah
(DPT) alias tembok antilongsor ini ditargetkan selesai sebelum akhir tahun.

""Progresnya sampai dengan hari ini sudah 93%, insyaallah segera rampung.
Sebelum akhir tahun lah insyaallah beres,"" kata Kepala Subbidang Tata Usaha
UPT Perbaikan Jalan dan Jembatan Wilayah 1 Dinas PUPR Kabupaten Bogor Entus
Supriatna saat dihubungi , Kamis (22/12/2022).

Salah satu pegawai di lokasi perbaikan tebing longsor menyebutkan saat ini
tersisa pembangunan tembok pembatas jalan dan pengecoran tanah di atas tebing.

""Kalau lihat dari kondisi sekarang sih sudah sekitar 95%, kan tinggal bangun
tembok pembatas saja, ini kan rangkanya (rangka dinding pembatas) sudah ada.
Setelah itu cor tanah di atas tebing,"" kata salah satu pegawai perbaikan
tebing Jl Raya Cilebut bernama Asep.

""Kalau tebingnya sudah ditembok semua, sisanya cuma ini, tinggal bikin tembok
pembatas. Selesai bikin itu (tembok pembatas), terus dicor tanahnya atas
sampai ujung jalan raya. Kalau kapan selesainya, kita belum tahu,"" kata Asep.

Pantauan di Jl Raya Cilebut Desa Cilebut Timur, Kabupaten Bogor, Kamis
(22/12), tebing yang longsor pada dua tahun lalu itu kini sudah dipasangi
dinding penahan tebing (DPT). Namun pengerjaannya tampak belum selesai. Masih
nampak tersisa rangka besi yang belum diisi semen dan pasir di bagian atas
tebing.

Lalu lintas di sekitar Jembatan 3 Cilebut masih tampak lancar pada siang hari.
Namun kendaraan harus tetap antre dan bergantian ketika melintas bersamaan di
titik longsor.

Di lokasi, warga nampak mengatur lalu lintas dan melakukan buka-tutup arus
kendaraan karena jalan raya di titik longsor hanya bisa dilalui oleh satu
kendaraan roda empat.

Perbaikan tebing longsor di Jl Raya Cilebut sangat dinantikan warga dan
pengendara. Mereka berharap pembangunan dinding penahan tanah segera rampung
dan lalu lintas kembali lancar, tanpa sistem buka-tutup.

""Bagus sih lihatnya sudah kelihatan, tapi kan memang ini yang ditunggu.
Walaupun agak telat, ya, kan kejadian longsor sudah lebih dari dua tahun, tapi
yang penting diperbaiki temboknya, kita yang sering lewat sini nggak khawatir,
nggak takut tiba-tiba longsor kalau lagi lewat,"" kata pemotor di Jl Raya
Cilebut, Hendriyana.

""Ya mudah-mudahan cepet selesai itu perbaikannya, sedikit lagi kan ya. Ya biar
lancar lagi lah jalannya (arus lalin,red), capek tiap pagi sama macetnya, kan
sudah hampir dua tahun jalan disini pake buka-tutup kayak di Puncak,""
tambahnya.

Longsor yang terjadi di Jembatan 3 Jl Raya Cilebut sebenarnya sudah terjadi
sejak pertengahan 2020. Namun hingga awal 2022 nyaris tidak ada perbaikan yang
dilakukan, baik oleh Pemprov Jabar maupun Pemkab Bogor.

Sebagian ruas Jl Raya Cilebut yang amblas akibat longsor membuat arus lalu
lintas di jalur yang sibuk oleh kendaraan itu terganggu. Kemacetan parah kerap
terjadi di pagi dan sore hari. Warga pengatur lalu lintas memberlakukan sistem
buka-tutup karena jalan hanya bisa dilalui satu kendaraan roda empat.

 "
