,new_kec,old_kec,new_kab,old_kab,new_prov,old_prov,berita
8670,-,-,-,-,-,-,"Pengurus Pusat Persatuan Bulutangkis Seluruh Indonesia (PP PBSI), menghormati
keputusan Nova Widianto yang hijrah ke Negeri Jiran.

Seperti yang diketahui, Nova Widianto telah resmi bergabung dengan jajaran
pelatih bulutangkis Malaysia.

Federasi Bulu Tangkis Malaysia (BAM) telah memperkenalkan Nova Widianto
sebagai pelatih baru sektor ganda campuran.

Diwartakan _Tribunnews.com_ sebelumnya, pihak PBSI pun menghormati keputusan
Nova.

Sebelumnya, Nova melatih ganda campuran Indonesia.

Nova pun telah menyatakan mengundurkan diri dari jabatannya sebagai kepala
pelatih ganda campuran di Pelatnas PBSI dalam surat yang ditandatanganinya
pada tanggal 1 Desember 2022.

Kabid Binpres PP PBSI, Rionny Mainaky, mengatakan bahwa pihaknya tidak bisa
menolak atau menahan permohonan pengunduran diri Nova.

Keputusan Nova untuk mengundurkan diri dari Pelatnas PBSI tersebut, merupakan
hak si pelatih. PBSI tentu tidak bisa menolak.""

Kita tidak kuasa untuk menghalang-halangi pelatih yang mencari tantangan di
mana saja, termasuk di luar negeri.""

Hanya untuk diketahui, sejauh ini kami masih menunggu petunjuk dari Pak Ketum
(Agung Firman Sampurna, kata Rionny Mainaky.

Dikutip dari laman resmi BAM, Nova telah sepakat menandatangani kontrak
berdurasi dua tahun sebagai pelatih bulu tangkis Negeri Jiran sektor ganda
campuran.

Pihak BAM berharap Nova sudah bisa memimpin secara langsung latihan sektor
ganda putra Malaysia mulai bulan depan.

""Para pemain ganda campuran nasional sangat senang dengan prospek pelatih
sekaliber Nova Widianto yang akan membantu mereka.""

""Pengetahuan dan pengalaman Nova akan terasa sangat berharga bagi para pemain
kami saat ini yang berada dalam skuad.""

""Apalagi dengan adanya kompetisi Kualifikasi Olimpiade Paris yang dimulai
tahun depan,"" ujar Rexy Mainaky selaku Direktur Pembinaan Ganda Malaysia.

Seusai kabar gabungnya Nova dengan BAM, namanya pun ramai diperbincangkan oleh
warga Twitter.

Dari pantauan _Tribunnews.com_ , Rabu (12/12/2022), pukul 15.30, nama ""Coach
Nova"" menjadi trending Twitter di bawah topik Messi.

Para warganet yang turut senang dengan bergabungnya Nova ke dalam jajaran
pelatih bulutangkis Malaysia.

Tidak jarang, banyak yang menyambutnya dengan mengucapkan selamat datang.

_""RESMI:Nova Widianto telah menandatangani kontrak selama 2 tahun dengan
Persatuan Bulu Tangkis Malaysia sebagai pelatih Ganda Campuran._

_Semua pelatih terbaik!,""_ tulis _@BadmintonTalk._

__

 "
8671,-,-,-,-,-,-," \- Perjalanan  menjadi pemain terbaik di dunia tak lepas dari sejumlah
pemain legenda yang menginspirasinya, bahkan membimbingnya secara langsung.
Dilansir dari berbagai sumber, berikut beberapa legenda yang membimbing Lionel
Messi.

1\. Diego Maradona

Dikutip dari laman , salah satu pesepak bola yang menginspirasi Lionel Messi
adalah legenda Argentina, Diego Maradona. Sejak melakukan debutnya untuk
Barcelona pada 2004, Messi mengakui jika ada orang yang menginspirasinya saat
masih muda, itu adalah Maradona. ""Ketika saya tumbuh dewasa, Maradona baru
saja kembali ke Argentina setelah bermain bersama Sevilla. Dia kembali ke
Newell's Old Boys pada 1993, dan dia mampu membawa Argentina ke lainnya
setelah lolos babak play off. Saya bisa katakan tanpa keraguan bahwa, jika
seseorang menginspirasi saya untuk menjadi pesepakbola, itu adalah dia, ujar
Messi.

2\. Ronaldinho

: Jubah Messi dan Sebutan Sheikh Saat Terima Trofi Piala Dunia 2022, Apa
Maknanya ?

Dikutip dari laman Marca, saat di Barcelona, Ronaldinho telah memenangkan Liga
Champions, Piala Dunia, Copa Libertadores, dan Ballon d'Or. Banyak pihak yang
telah mengakui bakat dari pemain Brazil ini sebagai salah satu talenta terbaik
dan ia secara simbolis membantu gol pertama Messi untuk Barcelona.

Saya cukup beruntung memberinya umpan untuk gol pertamanya. Seiring waktu,
sangat menyenangkan melihat seseorang yang mulai begitu dekat dengan Anda dan
kemudian menaklukkan dunia, ujar Ronaldinho pada .

Pada situs resmi klub, Messi sebelumnya pernah memuji Ronaldinho dengan
mengubah Barcelona menjadi lebih baik.

3\. Juan Roman Riquelme

Melansir laman , menurut mantan agennya, Juan Roman Riquelme adalah
pesepakbola yang paling dia kagumi. Menurut Josip Minguella, saat Riquelme
bergabung di Barca pada 2002, Messi bahkan melihat Riquelme seperti Yesus
Kristus.

Kadang-kadang Leo datang untuk pesta barbekyu dan saya ingat suatu kali
ketika Riquelme, Fabio Rochemback, Thiago Motta, dan beberapa pemain lain
datang, dan saya masih bisa melihat Messi duduk di bawah meja menatap Riquelme
seolah-olah dia adalah Yesus Kristus, tulis Minguella di kolom SPORT.

Di Timnas Argentina, Messi kerap berlatih bersama Riquelme dan meniru cara
Riquelme melakukan tendangan bebas hingga memberikan assis.

4\. Pablo Aimar

Mengacu laman , meskipun Messi telah meraih kesuksesan yang fenomenal, tetapi
ia tetap menganggap Aimar sebagai idola terbesarnya. Salah satu hal ikonik
diantara Messi dan Aimar adalah dribbling dan visinya yang sama-sama
menyulitkan lawan.

Saat bergabung bersama River Plate, tak butuh waktu lama bagi Aimar menjadi
favorit penonton salah satu klub terbesar ini. Kemudian saat berseragam
Valencia, Aimar menjadi bintang yang memenangkan dua gelar La Liga pada 2002
dan 2004.

MUHAMMAD SYAIFULLOH

: Messi Disebut sebagai Juru Selamat dalam Gereja Maradona, Begini Alasannya !

 "
8672,-,bandung,bandung,serang,jawa barat,banten,"Berikut sejarah, fungsi dan peran Perbasi sebagai Induk Organisasi Bola Basket
di Indonesia.

Induk Organisasi Bola Basket di Indonesia adalah Persatuan Bola Basket Seluruh
Indonesia yang disingkat Perbasi.

Perbasi adalah satu-satunya badan/wadah kegiatan olahraga bola basket nasional
yang memiliki wewenang dalam mengkoordinasikan dan membina segala kegiatan
olahraga bola basket di seluruh wilayah hukum Republik Indonesia, dikutip dari
laman resmi _Perbasi_.

Dalam pembinaan dan pengembangan kegiatan olahraga bola basket, pemerintah
menggandeng Perbasi sebagai mitra.

Sementara Induk Organisasi Bola Basket di Dunia adalah FIBA atau Federation
Internationale de Basketball.

Lalu bagaimana sejarah Perbasi sebagai Induk Organisasi Bola Basket di
Indonesia?

Perbasi didirkan di Jakarta pada 23 Oktober 1951.

Berawal dari Maladi yang merupakan salah satu tokoh olahraga nasional dan
menjabat sebagai sekretaris Komite Olimpiade Indonesia (KOI).

Saat itu, Maladi meminta kedua tokoh olahraga yaitu Tony Wen dan Wim Latumeten
untuk membentuk organisasi basket di Indonesia, dikutip dari _perbasi.or.id_.

Kemudian atas prakarsa kedua tokoh tersebut, Persatuan Basketball Seluruh
Indonesia berhasil didirikan pada 23 Oktober 1951.

Setelah itu, nama Persatuan Basketball Seluruh Indonesia disempurnakan sesuai
kaidah Bahasa Indonesia pada tahun 1955.

Nama Persatuan Basketball Seluruh Indonesia berganti menjadi Persatuan Bola
Basket seluruh Indonesia disingkat dengan Perbasi.

Ketua pertama Perbasi adalah Tony Wen, sementara sekretarisnya adalah Wim
Latumeten.

Pada tahun 1953, Perbasi telah diterima menjadi anggota FIBA.

Kemudian Indonesia pertama kali mengirimkan regu basket di Asian Games Manila
pada tahun 1954.

Pada tahun 1955, Perbasi mengadakan Konferensi Bola Basket di Bandung.

Beberapa yang hadir pada konferensi tersebut di antaranya utusan-utusan dari
Yogyakarta, Semarang, Jakarta, dan Bandung.

Dari konferensi tersebut menghasilkan keputusan penting.

Hasil keputusan penting tersebut adalah Perbasi merupakan satu- satunya
organisasi induk olahraga basket di Indonesia.

Dengan adanya konferensi ini, Perbasi juga mempersiapkan penyelenggaraan
Kongres I Perbasi.

Mengutip dari _Kompas.com_ , fungsi dan peran Perbasi terdapat pada Pasal 5
AD-ART, yaitu:

1\. Mengkoordinasikan, membina setiap bentuk kegiatan bola basket di seluruh
wilayah hukum Republik Indonesia dalam rangka membangkitkan dan mengembangkan
rasa cinta pada tanah air (nasionalisme).

2\. Melalui kegiatan bola basket secara tidak langsung membentuk manusia
Indonesia seutuhnya yang sehat-kuat jasmani maupun rohani, ulet, tangkas, dan
cerdas agar mampu berpartisipasi serta berkarya di dalam pembangunan nasional.

3\. Membina dan mengusahakan agar atlit dan pelaku olahraga bola basket mampu
berprestasi secara berjenjang di tingkat
daerah/wilayah/nasional/internasional.

4\. Memupuk serta membina persahabatan dan persaudaraan antar bangsa melalui
kegiatan bola basket yang diwujudkan dengan mengadakan hubungan dan menjadi
anggota dari organisasi bola basket internasional antara lain melalui
partisipasi dalam pertandingan/kompetisi bola basket antar negara.

5\. Memupuk keahlian maupun keterampilan untuk membuat alat-alat perlengkapan
olahraga bola basket.

__

 "
8673,-,-,-,-,-,-,"\-

Pelatnas PBSI libur sementara menyambut Natal 2022 dan Tahun Baru 2023. Namun,
sejumlah atlet bulutangkis memutuskan untuk tetap latihan.

Seperti yang tampak pada akun media sosial para pebulutangkis nasional, dari
mulai Fajar Alfian hingga Anthony Sinisuka Ginting. Dari postingan story
Instagramnya, baik Fajar maupun Ginting memperlihatkan lapangan Pelatnas PBSI
di Cipayung yang cukup sepi.

Bahkan, Fajar menambahkan lagu yang berisi kata-kata motivasi agar tidak malas
bekerja dan berkarya dalam meraih mimpi.

Hal ini cukup wajar mengingat tahun depan, para pebulutangkis nasional bakal
dihadapkan jadwal turnamen yang padat.Tak hanya untuk menambah poin ranking
dunia, sejumlah turnamen bahkan di antaranya masuk dalam kualifikasi Olimpiade
2024 di Paris.

""Pelatnas memang dikasih libur tapi melihat kebutuhan atlet menghadapi
turnamen, akhirnya mereka memutuskan untuk tidak libur, berlatih,"" kata Kepala
bidang Humas dan Media PP PBSI, Broto Happy, kepada Senin (26/12/2022).

Broto menjelaskan Pelatnas sudah libur sejak 8 Desember hingga akhir bulan
ini. ""Semua diliburkan. Tapi atlet boleh memilih (mau libur atau latihan).
Keputusan masing-masing,"" tuturnya.

""Tapi awal Januari mereka sudah masuk kembali, latihan, menyambut Malaysia
Open 2023,"" Broto menambahkan.

Menukil kalender BWF 2023, para pebulutangkis dunia sudah ditunggu sejumlah
turnamen besar pada bulan depan, yaitu Malaysia Open di Kuala Lumpur, 10-15
Januari, India Open di New Delhi, 17-22 Januari, Indonesia Masters di Jakarta
mulai 24-29 Januari, dan Thailand Masters di Bangkok, pada 31 Januari-5
Februari.

Sementara untuk atlet yang sudah lolos Seleksi Nasional (Seleknas PBSI) 2022,
masih menunggu SK (Surat Keputusan) dipanggil untuk mengikuti sejumlah tes.
""Mereka tunggu SK dulu, mengikuti tes (sebelum mulai latihan di Pelatnas),""
kata Broto.

 "
8674,-,-,-,-,-,-,"\-

menghadirkan momen All Indonesian Final nomor ganda putra, di mana Bagas
Maulana/Muhammad Shohibul Fikri berjaya atas Hendra Setiawan/Mohammad Ahsan.

Duel sengit terjadi di partai puncak All England 2022 yang berlangsung pada
bulan Maret lalu itu. Situs Olympics.com juga mengibaratkannya dengan duel
semangat anak muda versus pengalaman sosok veteran.

Pada prosesnya, semangat anak muda dari Bagas/Fikri yang berjaya di final All
England 2022 berkat kemenangan 21-19 dan 21-13 atas the Daddies, sapaan
Hendra/Ahsan.

Bagi Bagas/Fikri, ini menjadi gelar perdana dalam debut mereka di ajang All
England. Sementara Ahsan/Hendra harus puas menjadi runner-rup, dan gagal
mencetak hat-trick di All England.

Dalam laju menjadi juara , Bagas/Fikri mesti menempuh perjalanan yang tidak
mudah. Bagas/Fikri menyingkirkan sesama ganda muda tanah air, Pramudya
Kusumawardana/Yeremia Erich Rambitan, di babak pertama. Setelah itu Bakri,
sapaan akrab Bagas/Fikri, langsung dihadapkan pada unggulan kedelapan, Ong Yew
Sin/Teo Ee Yi.

Lewat duel sengit tiga gim, Bagas/Fikri bisa melewati ganda asal Malaysia itu.
Lawan lebih berat lantas dihadapi di perempatfinal: juara dunia Takuro
Hoki/Yugo Kobayashi, yang juga merupakan unggulan ketiga All England 2022.

Bagas/Fikri tunduk di gim pertama, tapi kemudian bangkit untuk mencatatkan
comeback dramatis. Mereka lolos ke semifinal dengan skor 16-21, 21-16, dan
22-20 atas Takuro Hoki/Yugo Kobayashi.

Di semifinal, Bagas/Fikri lagi-lagi mesti menghadapi lawan yang luar biasa
tangguh. Ada rekan senegara sendiri, Kevin Sanjaya Sukamuljo/Marcus Fernaldi
Gideon, yang merupakan unggulan pertama dan peringkat satu dunia.

Namun, lagi-lagi Bagas/Fikri berhasil melewati lawannya untuk kemudian
terlibat dalam All Indonesian Final All England 2022 dengan menghadapi
Hendra/Ahsan -- dan kemudian menjadi kampiun.

\----

 "
8675,-,-,-,malang,-,jawa timur,"\-

Indonesia banyak memunculkan pelatih-pelatih hebat yang mampu mencetak
pebulutangkis berprestasi di kancah dunia. Namun tak sedikit yang menyeberang
melatih tim Malaysia.

Tak jarang hal itu yang membuat negara-negara lain melirik dan menawarkan
untuk bekerja sama. Termasuk salah satunya, Malaysia. Tercatat ada sejumlah
pelatih Indonesia yang memutuskan mengambil jalur karier di Negeri Jiran.

Sebut saja, Hendrawan, Rexy Mainaky, hingga terbaru Nova Widianto.

Hendrawan sejauh ini tercatat sebagai pelatih tunggal putra Timnas Malaysia.
Pelatih kelahiran Malang, 27 Juni 1972 itu bahkan sudah bergabung dengan
Badminton Association Malaysia (BAM) sejak 2009.

Sebelumnya, Hendrawan pernah menjadi pelatih Pelatnas PBSI pada 2004. Kemudian
dia hengkang ke luar negeri, Malaysia, pada lima tahun berikutnya.

Kepergiannya saat itu menjadi pukulan telak bagi Indonesia. Apalagi, dirinya
pergi usai menemani tim Merah Putih di Piala Sudirman. Saat itu, Indonesia
disingkirkan Korea Selatan di babak semifinal.

Hendrawan tercatat sebagai pelatih bertangan dingin dengan mencetak pemain
berprestasi Sony Dwi Kuncoro dan Simon Santoso, serta pemain tunggal putri.

Di Malaysia, Hendrawan berhasil mengantarkan Lee Chong Wei menjadi juara di
berbagai turnamen BWF.

Selain Hendrawan, pelatih yang juga memutuskan melanjutkan karier di Malaysia
ialah Rexy Mainaky. Rexy bahkan tercatat dua kali menukangi kepelatihan
bulutangkis Malaysia.

Ia pertama kali bergabung dengan Malaysia pada 2005. Di tangannya, ia berhasil
meracik sejumlah ganda putra berkualitas. Salah satunya Koo Kien Keat/Tan Boon
Heong. Pasangan itu meraih medali emas Asian Games 2006 di Doha.

Namun, kerja sama kemudian terhenti. Rexy sempat melatih di Filipina, sebelum
akhirnya kembali ke Tanah Air dengan menjadi Kepala bidang Pembinaan Prestasi
PBSI periode 2012-2016.

Selama kurang lebih lima tahun bertugas di PBSI, peraih medali emas Olimpiade
Atlanta pada 1996 bersama Ricky Subagja itu sukses mengantarkan atlet-atlet
nasional meraih sederet gelar prestisius di pentas dunia.

Puncaknya ialah meraih medali emas Olimpiade Rio 2016 melalui ganda campuran
Tontowi Ahmad/Liliyana Natsir.

Tapi, keberhasilan Rexy menukangi bidang prestasi Pelatnas Cipayung tak
membuatnya bertahan di dalam struktur federasi.

Posisinya digantikan Susy Susanti seiring pergantian Ketua Umum PBSI periode
2016-2020, dari Gita Wirjawan ke Wiranto.

Setelah berpisah dengan PBSI, saudara kandung dari Richard dan Rionny Mainaky
ini kemudian melanjutkan karier di Thailand. Ia menjalin kerja sama dengan
Badminton Thailand pada Januari 2017 sebagai pelatih kepala Timnas
bulutangkis.

Dalam durasi selama kurang lebih empat tahun, Rexy berhasil membawa para
pemain Thailand berprestasi di kancah internasional.

Tapi setelah Olimpiade Tokyo 2020, Rexy kembali dipinang Malaysia. Ia didapuk
menjadi Director of Coaching (doubles) oleh BAM.

Berbagai catatan positif sukses ia wujudkan. Salah satunya mengantarkan ganda
putra Aaron Chia/Soh Wooi Yik menjadi juara dunia 2022. Bahkan, pasangan ini
kini menjadi ganda putra nomor tiga dunia.

Terbaru, Indonesia juga kembali 'kehilangan' pelatih bertalenta setelah Nova
Widianto juga memutuskan bergabung dengan Rexy dan Hendrawan.

Melalui laman resmi BAM, federasi itu mengumumkan akan bekerja sama dengan
Nova Widianto untuk menukangi ganda campuran, terutama di turnamen kualifikasi
Olimpiade 2024 di Paris yang akan dimulai pertengahan tahun depan.

Nova sendiri dalam surat yang ditandatanganinya pada tanggal 1 Desember 2022
telah menyatakan mengundurkan diri dari jabatannya sebagai kepala pelatih
ganda campuran di Pelatnas PBSI.

Ia direkrut Asosiasi Bulutangkis Malaysia untuk menukangi skuad ganda campuran
di Negeri Jiran dengan kontrak selama dua tahun.

Adapun surat pengunduran diri tersebut telah diserahkan kepada pengurus teras
PBSI pada tanggal 15 Desember 2022.

Di tangan Nova, ganda campuran Indonesia mulai menunjukkan tajinya. Ia sukses
membawa para atletnya menembus top 15 dunia. Sebut saja Rinov Rivaldy/Phita
Haningtyas Mentari yang kini sukses menembus 11 besar dunia. Selain itu, ia
juga berhasil membawa Rehan Naufal Kusharjanto/Lisa Ayu Kusumawati menjadi
juara Hylo Open 2022.

 "
8676,-,-,-,-,-,-,"\-

Tim bulutangkis putri Indonesia menorehkan sejarah baru pada bulan Februari
lalu, berkat keberhasilan berjaya di Kejuaraan Beregu Asia 2022.

Di Kejuaraan Beregu Asia 2022, atau tim putri Indonesia menjadi juara setelah
meraih kemenangan 3-1 atas tim putri Korea di final.

Gregoria Mariska Tunjung membuka jalan dengan kemenangan saat melawan Sim Yu
Jin di partai pertama. Di partai kedua, Korea menyamakan kedudukan usai
kekalahan Febriana Dwipuji Kusuma/Amalia Cahaya Pratiwi terhadap Baek Ha
Na/Seong Seung Yeon.

Indonesia kembali unggul di partai ketiga berkat kemenangan Putri Kusuma
Wardani atas Lee Se Yeon. Gelar juara lantas dipastikan Nita Violina
Marwah/Lanny Tria Mayasari berkat kemenangan atas Kim Min Ji/Park Min Jeong.

Tim bulutangkis putri Indonesia, yang di ajang ini banyak menurunkan pemain
muda, juga menorehkan sejarah tersendiri berkat keberhasilan menjuarai
Kejuaraan Beregu Asia 2022, atau Badminton Asia Team Championship 2022.

Tim putri Indonesia untuk pertama kalinya jadi kampiun di Kejuaraan
Bulutangkis Beregu Asia. Indonesia menjadi negara ketiga yang menjuarai BATC
di sektor putri setelah China dan Jepang.

""Alhamdulillah tim putri Indonesia berhasil membuat sejarah. Untuk pertama
kali merebut gelar juara kejuaraan beregu Asia. Selamat untuk para pemain yang
sudah berjuang hebat,"" tutur Herli Djaenudin, pelatih tunggal putri, saat itu.

\----

 "
8677,cipayung,-,jakarta timur,jakarta timur,dki jakarta,dki jakarta,"\-

Ketua Harian PP PBSI Alex Tirta memberikan tanggapannya terkait pengunduran
diri pelatih ganda campuran Nova Widianto. Ia menyebut Nova mundur dengan
baik-baik.

Seperti diberitakan sebelumnya, Nova Widianto memutuskan mengundurkan diri
dari jabatan sebagai kepala pelatih ganda campuran Pelatnas PBSI di Cipayung,
Jakarta Timur.

Ia ingin meneruskan karier kepelatihan dengan bergabung dengan Asosiasi
Bulutangkis Malaysia (BAM). Adapun pengumuman sudah disampaikan BAM melalui
laman resmi federasi pada Rabu (21/12).

Lewat surat yang ditandatangi pada tanggal 1 Desember 2022, Nova menyatakan
mengundurkan diri sebagai kepala pelatih ganda campuran di pelatnas. Surat
pengunduran diri Nova itu diterima pengurus teras PBSI tanggal 15 Desember
2022.

Tak hanya lewat surat, Nova yang dipercaya sebagai pelatih ganda campuran
pelatnas sejak 2011 ini juga sudah berbicara langsung dengan Ketua Harian PP
PBSI Alex Tirta. Dalam pertemuan empat mata ini, Nova mengungkapkan alasan
kenapa dirinya mau menerima pinangan dari negeri jiran.

Hal itu disampaikan langsung oleh Alex Tirta. ""Saya menghormati dan menghargai
segala keputusan coach Nova yang memilih mengundurkan diri dari pelatnas untuk
meneruskan karier kepelatihannya di luar negeri,"" kata Alex dalam keterangan
tertulisnya, Kamis (22/12/2022).

Menurut Alex, Nova memutuskan mengundurkan diri sebagai kepala pelatih ganda
campuran Pelatnas PBSI secara baik-baik. Semuanya dilandasi kesadaran dan
tidak ada masalah yang menyertai pengunduran Nova. Selama 11 tahun berkarya
sebagai pelatih, rapor Nova semuanya baik dan tidak ada masalah.

""Coach Nova memutuskan mengundurkan diri secara baik-baik. Dia sudah berbicara
secara empat mata dengan saya. Dia memutuskan mundur secara baik-baik dan
tidak ada konflik atau masalah yang menyertai pengunduran dirinya. Makanya,
pengunduran dirinya saya terima,"" ujar Alex.

Diceritakan Alex, dalam pertemuan di Pelatnas Cipayung itu, Nova disebut sudah
bulat hati untuk bergabung dengan Asosiasi Bulutangkis Malaysia (BAM).
Kepindahannya tersebut semata-mata karena Nova juga membutuhkan tantangan baru
dalam karier kepelatihannya.

""Saya tentu tidak bisa menolak keputusan bulat coach Nova meninggalkan
Pelatnas PBSI untuk melanjutkan karier kepelatihannya ke Malaysia,"" tegas
Alex.

Atas dedikasi dan kerja keras Nova Widianto selama 11 tahun menukangi Rinov
Rivaldy dkk, Alex pun secara khusus mengucapkan terima kasih.

""Terima kasih atas dedikasi dan kerja keras coach Nova dalam ikut memajukan
dan meningkatkan prestasi bulutangkis Indonesia, terutama di sektor ganda
campuran,"" ucap Alex.

 "
8678,-,-,-,-,-,-,"\-

Antonio Conte ditanya bagaimana mentalitas Harry Kane setelah gagal bikin
penalti di Piala Dunia 2022 kontra Prancis dan Inggris jadinya tersingkir.
Kane kata Conte, baik-baik saja.

Inggris kandas di perempatfinal Piala Dunia 2022 kontra Prancis. Tim Tiga
Singa kalah dengan skor 1-2.

Inggris sebenarnya punya peluang emas untuk bisa berbicara banyak. Sayangnya
penalti kedua yang diambil Harry Kane (penalti pertamanya sukses), malah
melayang di atas gawang.

Harry Kane tampak terpukul dan kecewa. Kane pun sudah kembali ke klubnya,
Tottenham Hotspur dan akan mengarungi kembali Liga Inggris.

Manajer Antonio Conte ditanya, bagaimana mentalitas sang strikernya itu?
Apakah masih lesu?

""Dia baik-baik saja, sudah dua hari bersama kami. Saya tidak pernah khawatir,""
jawabnya dilansir dari _Daily Mail._

""Dia adalah striker kelas dunia,"" sambungnya.

Antonio Conte mengaku, dirinya akan terus mempercayai Harry Kane sebagai juru
gedor Tottenham Hotspur. Tottenham akan main pada Senin (26/12) dalam Boxing
Day Liga Inggris, hadapi Brentford pukul 19.30 WIB.

Conte pun tidak mau Kane lama-lama terpuruk. Menurutnya, berbagai drama yang
ada adalah menjadi keindahan sepakbola.

""Sepak bola adalah Anda bisa memiliki momen yang menyenangkan dan juga
memiliki momen yang mengecewakan. Namun, sepakbola selalu punya kesempatan
untuk Anda memiliki momen bahagia di tempat lain,"" tutupnya.

 "
8679,-,-,-,-,-,-,"\-

PP PBSI angkat bicara terkait keputusan Nova Widianto yang mengundurkan diri
dari kursi kepelatihan ganda campuran. Mereka menyebut itu menjadi hak Nova.

Nova Widianto dalam surat yang ditandatanganinya pada tanggal 1 Desember 2022
memang menyatakan mengundurkan diri dari jabatannya sebagai kepala pelatih
ganda campuran di Pelatnas PBSI.

Ia direkrut Asosiasi Bulutangkis Malaysia untuk menukangi skuad ganda campuran
di Negeri Jiran dengan kontrak selama dua tahun.

Adapun surat pengunduran diri tersebut telah diserahkan kepada pengurus teras
PBSI pada tanggal 15 Desember 2022. Selanjutnya, surat pengunduran diri
tersebut akan diteruskan kepada Ketua Umum PP PBSI Agung Firman Sampurna.

Menyikapi keputusan Nova Widianto, PP PBSI tidak bisa menolak atau menahan
permohonan pengunduran diri Nova. Karena ini menyangkut hak seseorang untuk
terus melanjutkan karier sebagai pelatih di Pelatnas PBSI atau tidak.

""Keputusan Nova untuk mengundurkan diri dari Pelatnas PBSI tersebut merupakan
hak si pelatih. PBSI tentu tidak bisa menolak,"" kata Kepala bidang Pembinaan
Prestasi PBSI, Rionny Mainaky, dalam keterangan tertulisnya.

Menurut Rionny, PBSI sebagai sebuah organisasi memang tidak memiliki kuasa
untuk menahan atau menolak sebuah keputusan yang sudah diambil oleh sang
pelatih yang memilih untuk tidak meneruskan ikatan kerja di Pelatnas PBSI.

""Kita tidak kuasa untuk menghalang-halangi pelatih yang mencari tantangan di
mana saja, termasuk di luar negeri,"" ucap Rionny.

""Hanya untuk diketahui, sejauh ini kami masih menunggu petunjuk dari Pak Ketum
(Agung Firman Sampurna),"" ujarnya.

 "
