,new_kec,old_kec,new_kab,old_kab,new_prov,old_prov,berita
4412,-,-,salatiga,-,jawa tengah,-,"\- Jalan Lingkar Salatiga (JLS) menjadi salah satu ruas jalan yang menjadi
perhatian Polres Salatiga selama Operasi Lilin Candi 2022. Ruas jalan dari
Tingkir hingga Blotongan tersebut dinilai memiliki kerawanan yang cukup
tinggi.

Kapolres Salatiga AKBP Indra Mardiana mengatakan, sebagai langkah antisipasi
dan memberikan kenyamanan kepada pengendara yang melewati JLS, akan
ditempatkan petugas.

""Patroli ditingkatkan pastinya, ada petugas yang berjaga di titik yang dinilai
rawan kecelakaan dan kriminalitas,"" jelasnya, Kamis (22/12/2022) di Lapangan
Mapolres Salatiga setelah apel gelar pasukan.

""Untuk di JLS yang termasuk kategori rawan kecelakaan dan kriminalitas. Selain
patroli itu kami juga memasang spanduk imbauan agar selalu berhati-hati.
Selain dari kepolisian, ada juga TNI dan dari pemerintah kota,"" kata Indra.

Indra mengatakan Operasi Lilin Candi 2022 digelar selama 11 hari mulai 24
Desember 2022. Total ada 526 personel yang disiagakan, dengan empat Pos
Pelayanan dan satu Pos Pengamanan.

""Pos berada di Ramayana Jalan Jenderal Sudirman, Exit Tol Tingkir, GPIAI
Efata, dan Gereja Paulus Miki,"" paparnya.

Menurutnya, fokus utama pengamanan adalah 99 gereja yang ada di Kota Salatiga.

""Selain itu saat ibadah bersama di lapangan Yonif 411 dan 47 gereja yang
melaksanakan ibadah pagi, juga kita berikan pengamanan maksimal,"" kata Indra.

Secara khusus Indra juga mengimbau kepada masyarakat yang liburan, untuk
meninggalkan rumah dalam keadaan aman. ""Beri kunci pengaman berlapis,
komunikasi dengan tetangga agar selalu memerhatikan. Jangan mengundang
kesempatan bagi pelaku kejahatan untuk beraksi,"" paparnya.

 "
4413,-,-,-,-,-,-," \- Polri melakukan  untuk mengantisipasi kemacetan arus lalu lintas buntut
kecelakaan beruntun di Jalan Layang Sheikh Mohammed Bin Zayed (MBZ) atau Jalan
Tol Layang Jakarta-Cikampek. Rekayasa lalu lintas ini juga dilakukan guna
mengantisipasi hari libur Natal dan Tahun Baru 2023.

Direktur Penegakan Hukum Korlantas Polri Brigadir Jendral Aan Suhanan
mengungkapkan kecelakaan ini terjadi pada Sabtu pagi 24 Desember 2022.
Kecelakaan ini terjadi pada hari kedua Operasi Lilin 2022.

""Sampai saat ini ini dampak dari kecelakaan MBZ mulai ada kepadatan, ada
perlambatan. Walaupun semua sudah dievakuasi untuk kendaraan,"" Aan saat jumpa
pers di gedung Korlantas Polri, Sabtu 24 Desember 2022.

Aan menjelaskan, untuk mengurai kemacetan tersebut, pihaknya menerapkan
rekayasa lalu lintas berupa contra flow. ini dilakukan untuk Jalan Layang itu
pada KM 47 sampai KM 61.

""Nanti 08.30 mengurangi kepadatan, KM 47 sampai KM 61 kita lakukan untuk
menarik kepadatan dari KM 10 ke belakang sampai ke KM 7 atau KM 4 tadi. Ini
upaya yang kita lakukan pagi ini,"" ucapnya.

Pada kecelakaan tersebut, Aan mengungkapkan, hanya berupa kecelakaan materiil.
Sehingga pada kecelakaan ini tidak menyebabkan adanya korban jiwa.

Upaya ini dilakukan Korlantas Polri sebagai bentuk pengamanan jelang libur
nataru 2023. ""Ini upaya kita untuk mengurai kepadatan tadi kemudian jumlah
kecelakaan di seluruh Indonesia,"" kata Jenderal Bintang Satu ini.

 "
4414,cipatat,padalarang,bandung barat,bandung barat,jawa barat,jawa barat,"\- Seorang pengendara motor tewas terlindas truk Tangki Pertamina di Jalan
Raya Padalarang tepatnya di Kampung Cijeungjing, Desa Kertamulya, Kecamatan
Padalarang, Kabupaten Bandung Barat (KBB), Jawa Barat, Senin (20/12/2022).

Insiden kecelakaan maut itu melibatkan truk Tangki Pertamina dengan nomor
polisi E-9190-YB yang dikendarai oleh DA (40) warga Kecamatan Cipatat, Bandung
Barat.

Sementara korban berinisial AIS (27) warga RT 06 RW 03 Babakan Ciparay, Kota
Bandung mengendarai kendaraan roda dua Honda Vario dengan nomor polisi
D-4785-LZ meninggal dunia di lokasi kejadian.

Kanit Laka Lantas Polres Cimahi Ipda Bayu Subekti mengungkapkan, peristiwa
kecelakaan itu bermula saat kedua kendaraan tengah melaju dari arah Bandung
menuju Cianjur dengan kecepatan sedang.

""Pada saat di tempat lokasi kejadian, pengendara honda vario tersebut hendak
mendahului kendaraan truk tangki Pertamina dari sebelah kanan,"" ujar Bayu saat
dihubungi, Senin (19/12/2022).

Diduga ragu-ragu saat menyalip truk, pengendara sepeda motor kemudian
melakukan pengereman mendadak sehingga hilang keseimbangan dan jatuh ke
sebelah kiri.

""Lalu (korban) terlindas oleh ban belakang sebelah kiri bagian belakang
kendaraan Truk Tangki Pertamina yang sedang didahuluinya,"" jelas Bayu.

Akibat insiden itu, korban yakni pengendara Honda Vario dinyatakan meninggal
dunia di lokasi kejadian usai terlindas ban belakang truk tangki.

""Pengendara sepeda motor Honda Vario No. Pol D-4785-LZ meninggal dunia di
lokasi kejadian. Kemudian di bawa ke rumah sakit Cahyakawaluyan Kota baru,""
kata Bayu.

 "
4415,-,-,bekasi,-,jawa barat,jawa tengah,"\- Kecelakaan alat utama sistem persenjataan (Alutsista) Tentara Nasional
Indonesia (TNI) masih menjadi sorotan sepanjang 2022.

Pada tahun ini tercatat terdapat 2 kecelakaan alutsista TNI yang menelan
korban jiwa.

Insiden yang melibatkan Alutsista TNI hingga menelan korban jiwa terus menjadi
perhatian. Isu tentang modernisasi Alutsista TNI yang sudah uzur juga menjadi
sorotan karena perkembangan geopolitik dan kondisi keamanan di kawasan.

### Pesawat latih TNI AU T-50i jatuh

Kecelakaan Alutsista yang menyedot perhatian adalah jatuhnya pesawat latih jet
supersonik T-50i Golden Eagle TNI Angkatan Udara di Blora, Jawa Tengah, pada
18 Juli 2022 lalu.

Pesawat nahas yang diawaki pilot Lettu Pnb Allan Safitra Indra Wahyudi itu
dilaporkan tengah menjalani misi buru sergap malam hari atau tactical night
intercept.

Dia lepas landas dari Pangkalan Udara (Lanud) Iswahjudi, Magetan, Jawa Timur.

Menurut laporan, pesawat itu jatuh di hutan Dewan Nginggil, Kradenan, Blora,
Jawa Tengah.

![TNI AU terus mengupayakan evakuasi reruntuhan pesawat T 50 i Golden Eagle
yang jatuh saat melakukan latihan intersep malam hari di Kabupaten
Blora.](https://asset.kompas.com/crops/TMS3TifbsUcz-0E6gkq3_0IxChc=/0x0:0x0/750x500/data/photo/2022/07/21/62d8d250107ad.jpeg)(KOMPAS.COM/DOK
PENERANGAN LANUD ISWAHJUDI) TNI AU terus mengupayakan evakuasi reruntuhan
pesawat T 50 i Golden Eagle yang jatuh saat melakukan latihan intersep malam
hari di Kabupaten Blora.

Pesawat itu sempat dinyatakan hilang kontak di Blora, sekitar pukul 19.25 WIB.

Almarhmum meninggalkan seorang istri yang dinikahi pada 2021 lalu. Jenazah
mendiang dimakamkan di Taman Makam Bahagia TNI AI, Jatisari, Jatiasih, Kota
Bekasi, Jawa Barat.

Kepergiannya meninggalkan seorang istri yang baru dinikahi pada 2021 lalu,
kata Kepala Dinas Penerangan Angkatan Udara (Kadispen AU) Marsma Indan Gilang
Buldansyah dalam keterangan tertulis, Selasa (19/7/2022).

![Lettu Pnb Allan Safitra Indra
Wahyudi](https://asset.kompas.com/crops/RabojrApw5C9JUQW8Ez7dnYs2Cs=/0x0:1070x713/750x500/data/photo/2022/07/19/62d613a027484.jpeg)TNI
AU Lettu Pnb Allan Safitra Indra Wahyudi

Insiden yang melibatkan pesawat T-50i itu menimbulkan pertanyaan. Sebab usia
pesawat buatan Korea Aerospace Industry (KAI)-Lockheed Martin itu masih sangat
muda karena baru dibeli dari Korea Selatan pada 2013.

### Kecelakaan pesawat G-36 Bonanza TNI AL

Pada 7 September 2022 lalu juga terjadi kecelakaan terhadap Alutsista milik
TNI Angkatan Laut.

Pesawat jenis G-36 Bonanza T-2503 yang dioperasikan Pusat Penerbangan Angkatan
Laut (Puspenerbal) itu jatuh di Alur Pelayaran Barat Surabaya (APBS).

Menurut informasi, pesawat baling-baling bermesin tunggal itu jatuh saat
sedang mengikuti latihan ADEX SIAGA ARMADA II.

![Pesawat latih G-36 Bonanza TNI
AL.](https://asset.kompas.com/crops/T73o-xWg43NmL8oEbpHocaop-
TQ=/0x0:0x0/750x500/data/photo/2022/09/20/6329278a2800f.jpeg) ((Puspenerbal))
Pesawat latih G-36 Bonanza TNI AL.

Pesawat itu lepas landas dari Bandara Juanda, Surabaya, sekitar pukul 08.45
WIB. Namun, sekitar 10 menit kemudian pesawat itu hilang kontak dengan posisi
terakhir berada di perairan Selat Madura dekat Gresik.

Pesawat itu diawaki oleh pilot Lettu Laut (P) Judistira Eka Permady dan co
pilot Letda Laut (P) Dendy Kresna Bhakti.

Setelah dicari, pesawat itu ditemukan jatuh di perairan dengan kedalaman 15
meter.

TNI AL mengerahkan 7 Kapal Republik Indonesia (KRI) serta menerjunkan 3 tim
penyelam dan 2 tim dari Korps Pasukan Katak (Kopaska) buat membantu proses
evakuasi. Kedua awak pesawat itu dinyatakan meninggal dunia.

### Harus jadi perhatian

Pengamat pertahanan sekaligus Kepala Center for Intermestic and Diplomatic
Engagement (CIDE), Anton Aliabbas, menilai TNI harus terus melakukan evaluasi
dan peningkatan kapasitas terhadap Alutsista dan prajurit yang mengawaki.

Sebab jika terjadi kecelakaan dan menelan korban jiwa maka dia menilai TNI
amat sangat dirugikan, lantaran harga Alutsista tidak murah dan merogoh kocek
dalam untuk biaya buat mendidik prajurit yang mengawakinya.

""Masih terjadinya insiden kecelakaan alutsista yang mengakibatkan prajurit
terampil meninggal dunia. Dalam konteks ini, pemeliharaan dan pengecekan
terhadap kelaikan alutsista yang digunakan adalah syarat utama yang wajib
dipenuhi sebelum digunakan,"" ucap Anton saat dihubungi Kompas.com, Senin
(19/12/2022).

Anton berharap TNI mengutamakan keselamatan prajurit yang mengawaki Alutsista
yang memiliki keterampilan tertentu.

""Sebab kehilangan mereka akibat insiden kecelakaan alutsista adalah bentuk
kerugian besar terhadap TNI. Apalagi TNI juga terus berusaha memenuhi program
(MEF) Tahap 3,"" ujar Anton.

 "
4416,padalarang,bandung,bandung barat,serang,jawa barat,banten,"Mesin pemasang rel yang ditabrak lokomotif kerja proyek Kereta Cepat Jakarta
Bandung di Desa Cempaka Mekar, Kecamatan Padalarang, Kabupaten Bandung Barat,
Jawa Barat, sudah dievakuasi.

Mesin itu selesai dipindahkan pada Selasa (20/12/2022) untuk dibawa ke Depo
Tegalluar, Kabupaten Bandung menggunakan _low bed trailer_.

Direktur Utama PT Kereta Cepat Indonesia China (KCIC) Dwiyana Slamet Riyadi
mengatakan, saat ini di lokasi kecelakaan itu hanya tersisa lokomotif diesel
yang terguling.

Evakuasi lokomotif itu masih menunggu rampungnya pekerjaan rel sementara.

""Proses evakuasi lokomotif akan menggunakan jalur kereta yang ada menuju Depo
Tegalluar. Evakuasi akan dilakukan setelah pekerjaan rel sementara untuk
proses evakuasi selesai,"" kata Dwiyana dalam keterangan tertulinya, Rabu
(21/12/2022).

Sesuai dengan arahan Kementerian Perhubungan pada 19 Desember 2022, kata
Dwiyana, pekerjaan pemasangan rel di lokasi kejadian dihentikan sampai dengan
selesainya proses evakuasi dan investigasi.

Sementara pekerjaan di lokasi lain masih terus dilanjutkan, seperti pekerjaan
auxiliary building, stasiun, OCS dan pekerjaan konstruksi lainnya.

""Dampak dari penghentian sementara pekerjaan pemasangan rel akan kita mitigasi
dengan mempercepat pemasangan rel ballasted dengan menggunakan peralatan
manual. Pekerjaan menyisakan 3 kilometer jalur ganda,"" lanjutnya.

Sementara pekerjaan pemasangan rel selanjutnya sampai dengan Stasiun Halim,
lebih banyak untuk pemasangan rel tanpa batu ballast (ballastless).

Pekerjaan pemasangan rel ini akan menggunakan mesin lainnya yaitu mesin
pemasangan rel tanpa ballast saat ini berada di Depo Tegalluar dengan
kapasitas yang mampu melaksanakan konstruksi jalan rel sepanjang 5 kilometer
per hari.

""Kecelakaan kereta kerja ini tidak mempengaruhi progress konstruksi dan
kualitas sarana prasarana yang digunakan dalam pengoperasian kereta cepat. PT
KCIC mendukung evaluasi dan investigasi yang dilakukan Kementerian Perhubungan
untuk menjamin keselamatan kerja di proyek KCJB,"" tutup Dwiyana.

Sebagai informasi, kecelakaan di jalur Kereta Cepat Jakarta Bandung terjadi
pada Minggu (18/12/2022) sore.

Lokomotif kerja yang ditumpangi pekerja dari China melaju di jalur yang belum
selesai pengerjaannya sehingga terguling dan menabrak mesin pembuat rel.

Sebanyak tenaga kerja asing tewas akibat kecelakaan ini.

 "
4417,-,-,bandung barat,bandung barat,jawa barat,jawa barat,"\- Proyek pembangunan Kereta Cepat Jakarta-Bandung (KCJB) dihentikan sementara
oleh Kementerian Perhubungan (Kemenhub).

Pemberhentian sementara ini dilakukan sebagai respons terhadap kecelakaan yang
melibatkan lokomotif kereta cepat dan kereta teknis di Kampung Cempaka, Desa
Campakamekar, Padalarang, Kabupaten Bandung Barat (KBB), Jawa Barat (Jabar),
Minggu (18/12/2022) sore.

""Sesuai ketentuan yang berlaku, kegiatan pembangunan akan dihentikan sementara
untuk dilakukan proses investigasi lebih lanjut,"" kata Juru Bicara Kemenhub,
Adita Irawati, dikutip dari _TribunJabar.id,_ Selasa (20/12/2022).

Adira mengatakan, penghentian pengerjaan proyek kereta cepat Jakarta-Bandung
dilakukan di ruas jalur terdampak insiden kereta anjlok yang terjadi pada
lokasi Track Laying KCJB pada ruas jalur DK 102+309.

Dia menjelaskan, sarana milik PT Kereta Cepat Indonesia China (KCIC) itu bukan
untuk mengangkut penumpang, melainkan untuk pembangunan jalur rel.

## Proses evakuasi

Direktur Keselamatan Perkeretaapian Kemenhub, Edi Nursalam menyampaikan,
lokomotif kereta cepat dan kereta teknis yang terlibat insiden tersebut harus
dibongkar dalam proses evakuasi.

""Ini sedang proses evakuasi, namun karena keretanya berat jadi harus dipreteli
(dibongkar),"" ujar Edi, Senin (19/12/2022).

""Tadi sudah ada satu bagian yang diangkut, jadi ada bagian-bagian yang
dibongkar,"" jelasnya.

## Penyebab kecelakaan

Edi menduga, kecelakaan yang terjadi di area proyek KCJB itu disebabkan oleh
kelalaian dalam menerapkan kesehatan dan keselamatan kerja (K3).

""Bisa jadi ada kelalaian. Ini kita lagi investigasi, tidak tahu siapa yang
salah, apakah alatnya, atau orangnya, kita belum tahu,"" ucap Edi di lokasi
kejadian.

Meski begitu, Edi menekankan, pihaknya tidak akan berspekulasi lebih jauh
hingga proses investigasi yang dilakukan oleh Kemenhub RI bersama Komite
Nasional Keselamatan Transportasi (KNKT) selesai.

""Ini lagi dalam penyelidikan kenapa kok sampai meluncur ke sana gitu, ini
sedang dalam investigasi, bentar lagi KNKT akan turun,"" terangnya.

Dengan adanya insiden ini, menurut Edi, Kemenhub akan memberikan teguran
kepada PT KCIC dan kontraktor KCJB agar segera mengevaluasi pengerjaan proyek
Kereta Cepat Jakarta-Bandung.

""Memang kita mempersyaratkan keselamatan kerja ya, itu memang harus dijaga
oleh kontraktor, jadi kita akan buat teguran, supaya tetap menjaga K3,""
tegasnya.

## Korban meninggal dan luka-luka

Sementara itu, Direktur Utama PT KCIC, Dwiyana Slamet Riyadi melaporkan,
terdapat 6 orang korban akibat kecelakaan tersebut.

Dia membeberkan, dari 6 orang korban itu, 2 orang meninggal dunia, 2 orang
luka sedang hingga berat, sedangkan 2 orang lainnya mengalami luka ringan.

""Semua merupakan teknisi dari Kontraktor Sinohydro dan berwarga negara
Tiongkok,"" ucap Dwiyana, dikutip dari _money.kompas.com,_ Selasa (20/12/2022).

Dwiyana menuturkan, saat ini korban yang mengalami luka berat telah mendapat
penanganan medis di RS Santosa Bandung, sedangkan korban dengan luka ringan
telah dibolehkan untuk pulang.

""Tentunya kami mengucapkan belasungkawa dan duka yang sedalam-dalamnya untuk
keluarga korban meninggal dunia,"" pungkasnya.

 "
4418,-,-,pekanbaru,-,riau,riau,"\- Bus pariwisata yang membawa rombongan 46 mahasiswa Universitas Riau
mengalami kecelakaan di tanjakan Silaiang, Padang Panjang, Sumatera Barat,
Senin (19/12/2022).

Bus menabrak empat kendaraan lainnya, kemudian menabrak lereng bukit lalu
terbalik. Akibatnya, 33 penumpang bus mengalami luka-luka dan dilarikan ke
rumah sakit.

Kasat Lantas Polres Padang Panjang, Iptu Aldy Lazzuardy menceritakan
kronologis kejadian bus mengalami kecelakaan.

Peristiwa berawal saat bus melintas di lokasi kejadian perkara pada pukul
08.20 WIB dari arah Pekanbaru menuju Padang.

""Diduga bus mengalami rom blong sehingga hilang kendali dan menabrak kendaraan
lainnya,"" ujar Aldy yang dihubungi Kompas.com, Senin.

Empat kendaraan lainnya yang ditabrak yakni Datsun Go BA 1467 GF, Toyota Calya
BA 1157 N, Hyundai Starex BA 1578 N, dan truk tangki CPO B 8033 GU.

""Setelah itu bus menabrak lereng bukit dan lalu terbalik,"" kata Aldy.

Sebelumnya diberitakan, diduga rem blong, bus pariwisata yang membawa
rombongan 46 mahasiswa Universitas Negeri Riau (Unri) mengalami kecelakaan di
tanjakan Silaiang, Padang Panjang, Sumatera Barat, Senin (19/12/2022).

Bus menabrak empat kendaraan lainnya sebelum menabrak lereng bukit dan
kemudian terbalik.

Sebanyak 33 orang dari 46 penumpang mahasiswa Unri itu mengalami luka-luka dan
dilarikan ke rumah sakit.

""Peristiwa terjadi sekitar pukul 08.20 WIB. Bus yang datang dari arah
Pekanbaru menuju Padang diduga mengalami rem blong,"" kata Kasat Lantas Polres
Padang Panjang, Iptu Aldy Lazzuardy yang dihubungi Kompas.com, Senin.

Aldy menyebutkan akibat rem blong bus Mercedes Benz bernomor polisi S 7056 UW
itu hilang kendali.

 "
4419,-,-,purworejo,purworejo,jawa tengah,jawa tengah,"\- Banyaknya lubang jalan di Kabupaten Purworejo menjadi salah satu faktor
tingginya angka kecelakaan.

Salah satunya seperti yang terpantau di sepanjang jalan Purworejo-Magelang dan
sejumlah jalan lainnya.

Lubang-lubang jalan ini menyebabkan banyak kendaraan terperosok sehingga
menyebabkan laka tunggal maupun laka dengan kendaraan lainnya.

Jumlah kasus kecelakaan lalu lintas di wilayah hukum Polres Purworejo tahun
2022 pun naik signifikan dibanding tahun sebelumnya.

Kanit Gakkum Satlantas Polres Purworejo Iptu Eko Rosdianto mengatakan,
berdasarkan data Satlantas Polres Purworejo, jumlah kasus kecelakaan lalu
lintas (laka lantas) di tahun 2022 total mencapai 666 kasus.

Jumlah korban meninggal sebanyak 106 orang, kerugian material mencapai Rp
411.800.000.

Selain faktor jalan yang berlubang, kelalaian pengguna jalan menjadi pemicu
utama, selebihnya yakni anak-anak di bawah umur yang sudah diizinkan orang tua
berkendara di jalan umum.

""Kecelakaan di Purworejo ada peningkatan dari tahun sebelumnya. Peningkatan
ini disebabkan jalan yang berlubang dan faktor dari manusianya sendiri,"" kata
Eko pada Kamis (22/12/2022).

Eko menyebut, di tahun 2021, total jumlah kasus kecelakaan hanya ada 468 kasus
dengan korban meninggal dunia sebanyak 96 orang dan kerugian material mencapai
Rp 327.100.000.

Ditambahkan, terkait lubang jalan pemicu kecelakaan memang menjadi tengah
menjadi fokus perhatian.

Beberapa kasus, kecelakaan diakibatkan roda kendaraan terperosok, pengemudi
jatuh atau oleng dan terlanggar kendaraan lainnya.

Terlebih saat musim penghujan, lubang-lubang kadang tidak terlihat karena
tergenang air.

""Lubang jalan dengan diameter tidak terlalu lebar tetapi dalam itu justru
sangat berbahaya, khususnya untuk pengendara sepeda motor, lebih lagi _motor
matic_. Jika kecelakaan tunggal itu masih beruntung, tetapi jika ada kendaraan
lain yang melintas dan kehilangan jarak aman itu yang kerap mengakibatkan
korban jiwa,"" ungkapnya.

Disebutkan, sejumlah titik rawan kecelakaan akibat lubang tersebar hampir
merata di ruas jalan nasional atau kabupaten.

Titik terparah di antaranya di Jalan nasional Purworejo-Magelang. Tepatnya
mulai dari pertigaan Kolam Arta Tirta Purworejo hingga tanjakan Margoyoso
(Perbatasan kabupaten Purworejo- Magelang,red).

Lubang jalan terpantau merata dengan lebar dan kedalaman relatif berbahaya
bagi pengguna jalan.

Lubang-lubang jalan yang muncul sebagian memang sudah ditutup oleh pihak atau
dinas terkait.

Namun masih banyak lubang-lubang yang muncul kembali, baik itu lubang yang
sudah ditutup kemudian mengelupas, atau lubang baru akibat intensitas hujan
yang tinggi dan lintasan kendaraan bertonase berat.

Sejumlah langkah antisipasi sudah dilakukan, salah satunya dengan menandai
lubang dengan cat semprot warna putih.

""Kami mengimbau kepada para pengguna jalan untuk ekstra hati-hati. Harapan
perbaikan jalan bisa dilakukan. Sebab peningkatan arus lalu lintas diprediksi
akan naik menjelang Nataru. Kasihan kendaraan luar kota yang belum hafal
titik-titik lubangnya dimana,"" ungkapnya.

Dijelaskan, kasus kecelakaan yang melibatkan anak-anak menjadi penyumbang
kasus kecelakaan cukup besar. Tahun 2022 angkanya tembus 214 kasus, sementara
di tahun 2021 total ada 121 kasus.

Melihat kasus ini, Satlantas Polres Purworejo terus melakukan himbauan dan
sosialisasi, termasuk masuk ke sekolah-sekolah.

""Kami mengimbau orangtua untuk lebih mencintai anaknya, jangan mengizinkan
anak berkendara di jalan umum jika belum mengantongi SIM. Tidak hanya
membahayakan nyawa sang anak, tetapi juga beresiko membahayakan orang lain,""
jelasnya.

Salah satu pengguna jalan, Ahmad Faisol mengeluhkan banyaknya lubang di
jalanan Purworejo.

Selain berbahaya, lubang-lubang tersebut membuat perjalanan jadi tidak nyaman,
apalagi menjelang Natal dan Tahun Baru.

Ahmad mengungkapkan, lubang jalan saat tertutup air benar-benar seperti
jebakan. Tidak jarang kasus kecelakaan justru akibat pengendara menghindari
lubang jalan dan tidak menghiraukan kendaraan dari arah belakang atau
berlawanan.

""Kalau menghindari lubang berbahaya karena ada kendaraan lainnya. Tapi kalau
tidak dihindari badan sakit semua, ya kita berharap segera ada perbaikan jalan
seutuhnya, jangan hanya di tambal-tambal saja,"" kata dia.

 "
4420,padalarang,-,bandung barat,-,jawa barat,-,"\- PT Kereta Cepat Indonesia Cina (KCIC) menyebut ada empat orang pekerja
menjadi korban atas insiden kecelakaan maut di Padalarang, Kabupaten Bandung
Barat (KBB), Jawa Barat, Minggu (18/12/2022) kemarin.

Corporate Secretary Rahadian Ratry mengatakan, peristiwa kecelakaan itu
terjadi di area proyek Kereta Cepat Jakarta-Bandung (KCJB) tepatnya di Kampung
Cempaka, Desa Cempakamekar, Kecamatan Padalarang sekitar pukul 17.00 WIB.

Rahadian menegaskan, empat korban akibat kecelakaan itu langsung dilarikan ke
Rumah Sakit Santosa Bandung untuk mendapat pertolongan medis.

""Saat ini 2 korban luka-luka sudah mendapatkan perawatan di RS Santosa
Bandung, 2 orang korban luka ringan sudah diperbolehkan pulang,"" ujar Rahadian
melalui keterangan resminya, Senin (19/12/2022).

Rahadian menyebutkan, langkah pertama yang dilakukan PT KCIC yakni
mengevakuasi para pekerja yang menjadi korban kecelakaan kemarin.

""Proses evakuasi sudah berlangsung sejak Minggu malam dan masih berlangsung
hingga pagi ini, Senin 19 Desember 2022,"" kata Rahadian.

Rahadian menyampaikan, untuk kronologi mengenai penyebab kecelakaan diserahkan
kepada kepolisian untuk melakukan investigasi lebih lanjut.

""PT KCIC melakukan koordinasi bersama dengan pihak terkait untuk menangani
kejadian ini. PT KCIC mendukung penuh proses investigasi yang dilakukan pihak
berwenang,"" tuturnya.

 "
4421,-,-,puncak,-,papua,-," \- Polri menyebut telah terjadi 114 kecelakaan di seluruh Indonesia pada
hari pertama pelaksanaan Operasi Lilin 2022. Operasi Lilin 2022 merupakan
operasi pengamanan libur Natal dan Tahun Baru 2023.

Direktur Penegakan Hukum Korlantas Polri Brigadir Jenderal Aan Suhanan
mengungkapkan jumlah tersebut merupakan total kecelakaan di seluruh Indonesia.
Dalam kecelakaan itu belasan orang meninggal dunia dan ratusan orang mengalami
luka.

""Di hari pertama operasi lilin 2022 ini ada 114 kecelakaan, meninggal dunia
18, luka berat 10, dan luka ringan 123,"" kata Aan saat jumpa pers di Gedung
Korlantas Polri, Sabtu 24 Desember 2022.

Evaluasi hari pertama operasi lilin ini, kata Aan, pihaknya akan berfokus pada
arus lalu lintas terutama di jalur wisata. Hal tersebut dilakukan karena
muncul kemungkinan adanya kepadatan lalu lintas di tempat-tempat liburan
masyarakat tersebut.

""Kemungkinan ada kepadatan ke tempat wisata daerah Puncak maupun daerah wisata
lainnya,""ujar Aan.

Pada hari ini, Aan mengungkapkan bahwa pihaknya akan melakukan pengamanan di
sekitar tempat ibadah. Di antaranya juga mengatur lalu lintas di daerah
tersebut.

""Kemudian untuk nanti malam kita sudah fokus ke tempat ibadah, untuk jalur di
sekitar tempat ibadah mungkin beberapa wilayah-wilayah dilakukan rekayasa lalu
lintas untuk memperlancar di sekitar tempat peribadatan,"" tuturnya.

## Pengemudi diimbau kondisi bugar dan siapkan e-toll

Untuk para pengemudi, Aan mengimbau agar para pengemudi saat berkendara dalam
keadaan bugar. Ia juga mengimbau para pengendara agar tidak lupa mengisi
bensin dan kartu E-tol agar tidak mengakibatkan penumpukan kendaraan.

""Pastikan dalam kondisi fit pada saat mengemudi. Kendaraan juga tolong
diperhatikan artinya sehat, bensin full, nanti kalau ada , ada jadi tidak
menghambat karena BBM,"" ucap Aan.

""Kemudian E-Tol dipenuhi, karena kalau berapa detik saja ini akan berpengaruh
pada pelambatan ke belakang,"" tambahnya.

 "
4422,-,-,tangerang,tangerang,banten,banten,"\-

Seorang bocah berusia 12 tahun tewas tertabrak kereta di Jambe, Kabupaten
Tangerang. Bocah berinisial F itu sedang bermain di dekat rel kereta.

""Korban sedang bermain yang tidak jauh dari rumahnya, ibu dari korban
memanggil si korban, korban berlari ke arah rel kereta (KRL),"" ujar Kabid
Kedaruratan dan logistik BPBD Kabupaten Tangerang, Abdul Munir, dalam
keterangan tertulis, Senin (26/12/2022).

Abdul mengatakan peristiwa itu terjadi pagi tadi. Korban tertabrak KRL yang
melintas dari Jakarta menuju Rangkas. Korban dibawa ke RSU Balaraja.

""Sesaat kemudian KRL dari Jakarta menuju Rangkas melintas, korban langsung
tertabrak dan meninggal dunia di tempat,"" kata dia.

Munir mengimbau warga yang tinggal berdekatan dengan rel kereta api lebih
mengawasi anak-anaknya. Hal itu agar kejadian serupa tidak terulang.  
  
""Diimbau kepada warga khususnya yang rumahnya berdekatan dengan rel kereta,
supaya lebih berhati-hati dan menjaga anak-anak ketika bermain atau
beraktivitas di dekat rel,"" kata dia.

 "
