tingkat setelah parent,parent,similarity
3,kekecewaan,"[('ketidakpuasan', 0.7496046423912048), ('kemarahan', 0.7250314354896545), ('kekaguman', 0.7249298691749573), ('kecemburuan', 0.7124691009521484), ('keprihatinan', 0.7096423506736755), ('kecurigaan', 0.7065562009811401), ('ketidaksenangan', 0.7036252021789551), ('ketidaksukaan', 0.6964790225028992), ('kehebohan', 0.6884837746620178), ('keresahan', 0.6864235401153564)]"
3,kelud,"[('merapi', 0.7660567760467529), ('marapi', 0.7269978523254395), ('semeru', 0.7207229137420654), ('sinabung', 0.7181942462921143), ('merbabu', 0.7135517597198486), ('sitoli', 0.7078283429145813), ('ciremai', 0.7055686712265015), ('ceremai', 0.6989238858222961), ('sitember', 0.6933572292327881), ('sawal', 0.6930293440818787)]"
3,kelumpuhan,"[('pendarahan', 0.7930763959884644), ('paralisis', 0.7727044224739075), ('kebutaan', 0.7565539479255676), ('kejang', 0.7465095520019531), ('perdarahan', 0.7393308877944946), ('kram', 0.7343633770942688), ('halusinasi', 0.7289565205574036), ('degenerasi', 0.7155422568321228), ('konstipasi', 0.709556519985199), ('disfungsi', 0.7093395590782166)]"
3,kemarahan,"[('kecemburuan', 0.7694351077079773), ('kebencian', 0.7651656270027161), ('amarah', 0.7564139366149902), ('kekecewaan', 0.7250313758850098), ('ketidakpuasan', 0.7233535051345825), ('keresahan', 0.6969267725944519), ('kecurigaan', 0.6928148865699768), ('kehebohan', 0.66462641954422), ('ketakutan', 0.6582155823707581), ('kekaguman', 0.6554408669471741)]"
3,kemarahannya,"[('amarah', 0.7012209892272949), ('amarahnya', 0.7011373043060303), ('kekesalannya', 0.6982932686805725), ('murka', 0.6957607865333557), ('kesedihannya', 0.68123459815979), ('emosinya', 0.6766671538352966), ('perasaannya', 0.6656873822212219), ('ketakutan', 0.6526317000389099), ('ketakutannya', 0.6509988307952881), ('kesal', 0.640750527381897)]"
3,kematiannya,"[('wafatnya', 0.7354000806808472), ('kematian', 0.6867152452468872), ('meninggalnya', 0.6733781099319458), ('mangkatnya', 0.640346348285675), ('kejatuhannya', 0.6303019523620605), ('wafat', 0.585509181022644), ('pembunuhannya', 0.5795490741729736), ('keruntuhannya', 0.5746620893478394), ('mangkat', 0.5739331245422363), ('penangkapannya', 0.5599250197410583)]"
3,kemerosotan,"[('kemunduran', 0.8074239492416382), ('stagnasi', 0.7528495192527771), ('keruntuhan', 0.7307284474372864), ('disintegrasi', 0.6952572464942932), ('ketidakstabilan', 0.6911453604698181), ('kelesuan', 0.6653492450714111), ('resesi', 0.660780668258667), ('pergolakan', 0.6460133790969849), ('hiperinflasi', 0.6423532962799072), ('penurunan', 0.6418188810348511)]"
3,kemurkaan,"[('malapetaka', 0.614149272441864), ('godaan', 0.5867847800254822), ('murka', 0.5831847786903381), ('azab', 0.5822698473930359), ('amarah', 0.5724899172782898), ('kebencian', 0.5661191940307617), ('kesengsaraan', 0.5651465654373169), ('kedengkian', 0.5640037655830383), ('kesombongan', 0.5573694705963135), ('kekejian', 0.5570081472396851)]"
3,kemusnahan,"[('kehancuran', 0.5794779062271118), ('hancurnya', 0.5725522637367249), ('kebinasaan', 0.5438057780265808), ('kesengsaraan', 0.5332317352294922), ('kelaparan', 0.5281016230583191), ('musnahnya', 0.5234048366546631), ('malapetaka', 0.5230705142021179), ('kepanikan', 0.5120698809623718), ('penjarahan', 0.5010331273078918), ('rusaknya', 0.5007161498069763)]"
3,keputusasaan,"[('kesedihan', 0.7244521975517273), ('kegilaan', 0.6762139201164246), ('penderitaan', 0.6705880165100098), ('kegelisahan', 0.6471692323684692), ('ketakutan', 0.6464256644248962), ('kebodohan', 0.6366536021232605), ('kesusahan', 0.6290260553359985), ('kemalangan', 0.6254900097846985), ('penderitaannya', 0.6233528256416321), ('amarah', 0.622107744216919)]"
3,keresahan,"[('kegelisahan', 0.7616803050041199), ('kehebohan', 0.7322655916213989), ('ketidakpuasan', 0.7021410465240479), ('kemarahan', 0.6969268321990967), ('kekecewaan', 0.6864233613014221), ('kepanikan', 0.680851936340332), ('kecemburuan', 0.6757732629776001), ('kegemparan', 0.6684069633483887), ('ketidakadilan', 0.6457309722900391), ('kecurigaan', 0.6309390068054199)]"
3,keretakan,"[('perpecahan', 0.7131169438362122), ('percekcokan', 0.7007408142089844), ('ketegangan', 0.6746288537979126), ('kehebohan', 0.6685298085212708), ('pertengkaran', 0.667036235332489), ('perseteruan', 0.6654165983200073), ('kepanikan', 0.6595704555511475), ('kegemparan', 0.6586176156997681), ('kericuhan', 0.6502811908721924), ('kebuntuan', 0.6394423246383667)]"
3,kericuhan,"[('percekcokan', 0.7250758409500122), ('bentrokan', 0.7056108713150024), ('pertikaian', 0.6989704370498657), ('keributan', 0.6955506205558777), ('kerusuhan', 0.6749169230461121), ('kegemparan', 0.6726219058036804), ('pertengkaran', 0.668260931968689), ('kehebohan', 0.6658909320831299), ('kepanikan', 0.6644901633262634), ('pergolakan', 0.6612991094589233)]"
3,keruntuhannya,"[('kejatuhannya', 0.6546613574028015), ('mangkatnya', 0.6460568904876709), ('kehancurannya', 0.6261829137802124), ('pembubarannya', 0.6052942872047424), ('wafatnya', 0.596869945526123), ('ajalnya', 0.5829184651374817), ('berkuasanya', 0.5798112154006958), ('kematiannya', 0.5746621489524841), ('kejatuhan', 0.5653199553489685), ('aksesinya', 0.5470327138900757)]"
3,kerusuhan,"[('pembantaian', 0.7102940082550049), ('bentrokan', 0.6818967461585999), ('kericuhan', 0.6749168038368225), ('demonstrasi', 0.6503177881240845), ('pergolakan', 0.6465430855751038), ('kepanikan', 0.6369353532791138), ('insiden', 0.6287410855293274), ('penjarahan', 0.6267940402030945), ('kekacauan', 0.6079445481300354), ('pemberontakan', 0.6066420078277588)]"
3,kesakitan,"[('syok', 0.7310938239097595), ('lemas', 0.6980951428413391), ('penyakitnya', 0.6905714273452759), ('muntah', 0.689289391040802), ('pingsan', 0.6867700219154358), ('sekarat', 0.6856011152267456), ('ketakutan', 0.6842575669288635), ('pusing', 0.6799181699752808), ('lumpuh', 0.6772508025169373), ('kesedihan', 0.6718875765800476)]"
3,kesedihan,"[('penyesalan', 0.7315548658370972), ('kesedihannya', 0.73091721534729), ('kegembiraan', 0.7296025156974792), ('keputusasaan', 0.7244521975517273), ('penderitaan', 0.7107033133506775), ('kepahitan', 0.7104561924934387), ('kesusahan', 0.7022629380226135), ('sedih', 0.7017617225646973), ('kegilaan', 0.6897063255310059), ('amarah', 0.6896427273750305)]"
3,kesesakan,"[('kesengsaraan', 0.6888724565505981), ('kesusahan', 0.683161735534668), ('kesukaran', 0.6245834827423096), ('kemalangan', 0.566531777381897), ('penderitaan', 0.5595383644104004), ('siksaan', 0.5471991300582886), ('kemurkaan', 0.5392979979515076), ('malapetaka', 0.5337145924568176), ('kedukaan', 0.5321720838546753), ('penghakiman', 0.5256761908531189)]"
3,kesukaran,"[('kesusahan', 0.761163055896759), ('kesengsaraan', 0.7249044179916382), ('kemalangan', 0.693000853061676), ('penderitaan', 0.673409640789032), ('cobaan', 0.6528599858283997), ('siksaan', 0.6272775530815125), ('kesesakan', 0.6245835423469543), ('malapetaka', 0.6233974695205688), ('kesulitan', 0.6147716045379639), ('kesedihan', 0.6116578578948975)]"
3,ketakutan,"[('takut', 0.7224685549736023), ('cemas', 0.7155487537384033), ('amarah', 0.7143492102622986), ('panik', 0.6967060565948486), ('gelisah', 0.6899884939193726), ('kesedihan', 0.6857447028160095), ('kesakitan', 0.6842575669288635), ('murka', 0.6797868013381958), ('kegelisahan', 0.6751500368118286), ('kegilaan', 0.6728845238685608)]"
3,ketegangan,"[('pertikaian', 0.7595288157463074), ('perpecahan', 0.7461133599281311), ('permusuhan', 0.739976704120636), ('percekcokan', 0.73933345079422), ('perseteruan', 0.7164528965950012), ('pertentangan', 0.7149217128753662), ('perselisihan', 0.6911860704421997), ('konflik', 0.6877395510673523), ('keretakan', 0.6746289134025574), ('kekacauan', 0.6655613780021667)]"
3,keterlambatan,"[('penundaan', 0.8048230409622192), ('perlambatan', 0.6180909872055054), ('terlambatnya', 0.6061116456985474), ('ketidaknyamanan', 0.5974733829498291), ('pembatalan', 0.5949727892875671), ('kemacetan', 0.5918503999710083), ('lonjakan', 0.5889186263084412), ('kendala', 0.5864706039428711), ('pengurangan', 0.5766304731369019), ('kebocoran', 0.573826789855957)]"
3,ketersediaan,"[('tersedianya', 0.6830973029136658), ('terbatasnya', 0.6244549751281738), ('efisiensi', 0.6207795143127441), ('kelangkaan', 0.6105744242668152), ('penyediaan', 0.6015083193778992), ('efektivitas', 0.59788578748703), ('pemanfaatan', 0.5969182848930359), ('minimnya', 0.5950285792350769), ('kualitas', 0.5910583138465881), ('produktivitas', 0.5878793001174927)]"
3,ketidakadilan,"[('penindasan', 0.7339205741882324), ('kebodohan', 0.7044870257377625), ('diskriminasi', 0.6978161334991455), ('ketidakpedulian', 0.6883324980735779), ('penderitaan', 0.6794722080230713), ('prasangka', 0.6771529912948608), ('kekejaman', 0.6734820008277893), ('kebencian', 0.6726281642913818), ('kegelisahan', 0.6591835618019104), ('rasisme', 0.6510538458824158)]"
3,ketidaknyamanan,"[('kebingungan', 0.7089815735816956), ('kecemasan', 0.701953113079071), ('kepanikan', 0.6903823614120483), ('kekecewaan', 0.6738962531089783), ('stres', 0.6614056825637817), ('kegelisahan', 0.6534397602081299), ('kecemburuan', 0.6455612182617188), ('kehebohan', 0.6455375552177429), ('ketidak', 0.6412548422813416), ('halusinasi', 0.6385130882263184)]"
3,ketidakstabilan,"[('kemerosotan', 0.6911453008651733), ('pergolakan', 0.6795229315757751), ('kekacauan', 0.6789929270744324), ('gejolak', 0.6737217307090759), ('stagnasi', 0.6607988476753235), ('represi', 0.6512691378593445), ('krisis', 0.640626072883606), ('kemunduran', 0.6334973573684692), ('ketegangan', 0.6332671642303467), ('timbulnya', 0.6293814182281494)]"
3,kevakuman,"[('kekosongan', 0.7168647050857544), ('kelowongan', 0.6716602444648743), ('stagnasi', 0.6691821813583374), ('kemerosotan', 0.6404165625572205), ('kemunduran', 0.6218204498291016), ('kekisruhan', 0.6132296919822693), ('pergolakan', 0.5989056825637817), ('keguncangan', 0.5956493616104126), ('kebuntuan', 0.5886217951774597), ('kreolisasi', 0.5763478875160217)]"
3,komplikasi,"[('pneumonia', 0.8060018420219421), ('tuberkulosis', 0.7757113575935364), ('perdarahan', 0.7541217803955078), ('leukemia', 0.7476111054420471), ('meningitis', 0.7460635304450989), ('diabetes', 0.7451560497283936), ('kronis', 0.7447022795677185), ('akut', 0.7332231402397156), ('migrain', 0.72934889793396), ('epilepsi', 0.7281739711761475)]"
3,kontaminasi,"[('pembusukan', 0.7201016545295715), ('dehidrasi', 0.7126416563987732), ('kontaminan', 0.7059796452522278), ('penipisan', 0.6967360377311707), ('dekomposisi', 0.6940341591835022), ('keracunan', 0.693912923336029), ('penumpukan', 0.6905180215835571), ('korosi', 0.6851714253425598), ('toksisitas', 0.6749353408813477), ('pestisida', 0.6704977750778198)]"
3,korsleting,"[('tersengat', 0.6169819831848145), ('pemadaman', 0.5888500213623047), ('kebocoran', 0.5687165260314941), ('malafungsi', 0.5476068258285522), ('terputusnya', 0.5428926944732666), ('rusaknya', 0.5319493412971497), ('transformator', 0.5219427943229675), ('terganggunya', 0.5020244121551514), ('dekompresi', 0.49406808614730835), ('perlambatan', 0.4935222566127777)]"
3,kutuk,"[('murka', 0.6205691695213318), ('malapetaka', 0.6068000197410583), ('perbuatannya', 0.5938469767570496), ('penyesalan', 0.5875251293182373), ('doanya', 0.5847633481025696), ('dosanya', 0.5843908190727234), ('bersukacita', 0.581929624080658), ('ganjaran', 0.5735824704170227), ('kebaikannya', 0.5732235312461853), ('hasutan', 0.568816065788269)]"
3,lahar,"[('piroklastik', 0.7744013071060181), ('lava', 0.7205644249916077), ('longsoran', 0.6618570685386658), ('jatuhan', 0.6318159699440002), ('erupsi', 0.6137597560882568), ('luapan', 0.6099755167961121), ('vulkanik', 0.6058821082115173), ('gunungapi', 0.5949643850326538), ('deras', 0.591467022895813), ('erosi', 0.589867353439331)]"
3,lantak,"[('luluh', 0.6378392577171326), ('diterjang', 0.5825320482254028), ('poranda', 0.521964967250824), ('musnahnya', 0.5169306993484497), ('roboh', 0.5030689835548401), ('tertimpa', 0.49773770570755005), ('porak', 0.4969993233680725), ('remuk', 0.4957984387874603), ('dihantam', 0.49548855423927307), ('hancur', 0.4945931136608124)]"
3,lantakkan,"[('meluluh', 0.7692874073982239), ('goryokaku', 0.5922752022743225), ('mocoa', 0.5795098543167114), ('delecta', 0.5756233334541321), ('körfez', 0.5740631222724915), ('molesta', 0.5696473717689514), ('chicxulub', 0.5696446895599365), ('morsø', 0.5666155219078064), ('midyat', 0.5603264570236206), ('bárðarbunga', 0.5580886006355286)]"
3,lapindo,"[('brantas', 0.584540069103241), ('pengerukan', 0.540679395198822), ('porong', 0.539386510848999), ('kubangan', 0.5389000773429871), ('jebolnya', 0.5363849401473999), ('luapan', 0.525543212890625), ('semburan', 0.5179671049118042), ('kuala', 0.5079057812690735), ('lahar', 0.49392589926719666), ('banjir', 0.49275892972946167)]"
3,lava,"[('piroklastik', 0.798111081123352), ('vulkanik', 0.7215219140052795), ('lahar', 0.7205644249916077), ('magma', 0.6913354992866516), ('retakan', 0.6760535836219788), ('basalt', 0.6759893894195557), ('vulkanis', 0.6698653697967529), ('breksi', 0.6684128046035767), ('gunungapi', 0.6683928370475769), ('kaldera', 0.6678237318992615)]"
3,lepasnya,"[('rusaknya', 0.6069976091384888), ('hancurnya', 0.6051281094551086), ('jatuhnya', 0.5903263688087463), ('penumpukan', 0.5889018177986145), ('pembusukan', 0.579839289188385), ('penipisan', 0.5782064199447632), ('keruntuhan', 0.5777474641799927), ('goncangan', 0.5660932064056396), ('pengendapan', 0.564789891242981), ('pendangkalan', 0.5634429454803467)]"
3,letusannya,"[('erupsi', 0.7240532040596008), ('letusan', 0.6906765699386597), ('vulkanik', 0.6389809846878052), ('kaldera', 0.6153898239135742), ('basaltik', 0.6070005893707275), ('lava', 0.6047160625457764), ('freatik', 0.6034069061279297), ('gunungapi', 0.6007969975471497), ('vulkanis', 0.6007933616638184), ('kelud', 0.5889836549758911)]"
3,leukemia,"[('pneumonia', 0.8530529141426086), ('tuberkulosis', 0.842802107334137), ('leukimia', 0.8330708742141724), ('alzheimer', 0.8123845458030701), ('sifilis', 0.8108834028244019), ('difteri', 0.8072995543479919), ('epilepsi', 0.8023251295089722), ('anemia', 0.801494836807251), ('diabetes', 0.7901677489280701), ('meningitis', 0.7886790037155151)]"
3,leukimia,"[('leukemia', 0.8330708146095276), ('tifus', 0.805707573890686), ('pneumonia', 0.797292947769165), ('anemia', 0.7906061410903931), ('tuberkulosis', 0.7846822738647461), ('difteri', 0.7719290852546692), ('alzheimer', 0.7683010697364807), ('disentri', 0.764748215675354), ('artritis', 0.758101761341095), ('gastroenteritis', 0.7573967576026917)]"
3,longsoran,"[('erosi', 0.6771848797798157), ('jatuhan', 0.6765311360359192), ('lahar', 0.6618571281433105), ('longsor', 0.6582555174827576), ('retakan', 0.6412845849990845), ('rekahan', 0.6381778120994568), ('gletser', 0.6373860239982605), ('melelehnya', 0.6345292329788208), ('lava', 0.6313098073005676), ('runtuhan', 0.6186627149581909)]"
3,macet,"[('kemacetan', 0.7035316228866577), ('melambat', 0.6238692998886108), ('rusak', 0.5833240151405334), ('tersendat', 0.5830570459365845), ('kelelahan', 0.5782747864723206), ('anjlok', 0.5762843489646912), ('padatnya', 0.560300886631012), ('ambruk', 0.5548810958862305), ('bermasalah', 0.5537511706352234), ('panik', 0.5533938407897949)]"
3,malafungsi,"[('degenerasi', 0.6536027789115906), ('dekompresi', 0.6370139122009277), ('apoptosis', 0.6295743584632874), ('kelumpuhan', 0.6258975267410278), ('kebocoran', 0.6249441504478455), ('perlambatan', 0.6235746741294861), ('paralisis', 0.6070935130119324), ('penyumbatan', 0.6066930890083313), ('kebutaan', 0.6050804257392883), ('obstruksi', 0.6029528379440308)]"
3,marah,"[('kesal', 0.7783346772193909), ('geram', 0.7430843114852905), ('jengkel', 0.7084189653396606), ('cemburu', 0.7052969932556152), ('terkejut', 0.704457700252533), ('kecewa', 0.6993920803070068), ('murka', 0.6920458078384399), ('curiga', 0.6535837054252625), ('cemas', 0.6465181708335876), ('kaget', 0.6440916657447815)]"
3,mardinding,"[('perbesi', 0.6937318444252014), ('batukarang', 0.676548957824707), ('juhar', 0.6716117858886719), ('seberaya', 0.6643539071083069), ('siambaton', 0.659764289855957), ('mulgap', 0.6510368585586548), ('keppas', 0.6501508951187134), ('pergendangen', 0.6469866037368774), ('baringin', 0.6463987231254578), ('bengkol', 0.6423959136009216)]"
3,melalap,"[('dilalap', 0.804449737071991), ('bagansiapi', 0.7688122391700745), ('tjambuk', 0.7631047368049622), ('kobaran', 0.7503851056098938), ('penyembur', 0.7456706166267395), ('korek', 0.7439393401145935), ('menghanguskan', 0.7234260439872742), ('nyalakan', 0.7227569222450256), ('purgatorial', 0.6975106000900269), ('menjalarnya', 0.6777772307395935)]"
3,melanda,"[('dilanda', 0.8416118621826172), ('mengguncang', 0.6932852864265442), ('menimpa', 0.6359694600105286), ('diguncang', 0.630582869052887), ('menerpa', 0.6064689755439758), ('merebak', 0.5825043320655823), ('meletus', 0.5820883512496948), ('porak', 0.5765476822853088), ('menerjang', 0.5704399347305298), ('membanjiri', 0.5688868761062622)]"
3,meledak,"[('diledakkan', 0.6885601282119751), ('terbakar', 0.6668539643287659), ('menabrak', 0.6526416540145874), ('meledakkan', 0.6500809788703918), ('menghantam', 0.6351252794265747), ('ledakan', 0.6073419451713562), ('terlempar', 0.5859627723693848), ('tersangkut', 0.5756237506866455), ('ditembakkan', 0.5709760785102844), ('tergelincir', 0.5693435072898865)]"
3,melemahnya,"[('menguatnya', 0.7004582285881042), ('berkurangnya', 0.6733982563018799), ('meluasnya', 0.6540534496307373), ('menurunnya', 0.6408133506774902), ('naiknya', 0.6395052671432495), ('melemah', 0.6313605904579163), ('lemahnya', 0.6263452768325806), ('membaiknya', 0.6212568283081055), ('kemerosotan', 0.6181426048278809), ('hancurnya', 0.610325813293457)]"
3,meletus,"[('meletusnya', 0.7446063756942749), ('terjadi', 0.6251870393753052), ('dilanda', 0.611467719078064), ('pecah', 0.606209397315979), ('berkobar', 0.5948484539985657), ('pecahnya', 0.594822108745575), ('melanda', 0.5820883512496948), ('mereda', 0.5817968845367432), ('berkecamuk', 0.5715448260307312), ('letusan', 0.5573024153709412)]"
3,meletusnya,"[('pecahnya', 0.7809275984764099), ('meletus', 0.7446064949035645), ('runtuhnya', 0.6556121706962585), ('jatuhnya', 0.6353275179862976), ('terjadinya', 0.617080807685852), ('berakhirnya', 0.6027777791023254), ('mereda', 0.5807917714118958), ('hancurnya', 0.573413610458374), ('tibanya', 0.5558956265449524), ('keruntuhan', 0.553981602191925)]"
3,meluap,"[('luapan', 0.7092229723930359), ('menggenangi', 0.6922540664672852), ('terendam', 0.6734878420829773), ('luap', 0.6702836155891418), ('deras', 0.6554946303367615), ('tergenang', 0.6523092985153198), ('membeku', 0.6211296319961548), ('membanjiri', 0.612910270690918), ('keruh', 0.6118801236152649), ('hanyut', 0.6098507046699524)]"
3,meluapnya,"[('pendangkalan', 0.6608772873878479), ('citanduy', 0.6240575909614563), ('suktimati', 0.615168571472168), ('luapan', 0.6122610569000244), ('songhua', 0.6020463705062866), ('kokitos', 0.5973711013793945), ('sajó', 0.591677725315094), ('paktolos', 0.5895302891731262), ('jebolnya', 0.5885663628578186), ('jingah', 0.5827221870422363)]"
3,meluluh,"[('lantakkan', 0.7692873477935791), ('körfez', 0.5811061263084412), ('dahuk', 0.5772352814674377), ('midyat', 0.5720340609550476), ('birecik', 0.5711202621459961), ('hınıs', 0.568001925945282), ('modon', 0.5670826435089111), ('elâzığ', 0.5653486251831055), ('shibetsu', 0.564986526966095), ('niksar', 0.5649839639663696)]"
3,membakar,"[('dibakar', 0.7061535120010376), ('membakarnya', 0.6827570796012878), ('menyalakan', 0.6739357709884644), ('menghancurkan', 0.6725161075592041), ('menghanguskan', 0.6529803276062012), ('mengubur', 0.6502470970153809), ('terbakar', 0.6371020674705505), ('meledakkan', 0.6345283389091492), ('memusnahkan', 0.6208837032318115), ('merobohkan', 0.6120069622993469)]"
3,meminumnya,"[('bertaubat', 0.6972960829734802), ('memakannya', 0.6930482387542725), ('meminum', 0.6444076299667358), ('mengetahuinya', 0.6324312090873718), ('mengambilnya', 0.6278075575828552), ('bersabar', 0.6153200268745422), ('bertobat', 0.6092324256896973), ('memasukinya', 0.6054688692092896), ('mencurinya', 0.6036620140075684), ('mencobanya', 0.6027728319168091)]"
3,menabrak,"[('menghantam', 0.7196407914161682), ('terjatuh', 0.6834988594055176), ('tergelincir', 0.6741902232170105), ('tertabrak', 0.6614478826522827), ('meledak', 0.6526415944099426), ('bertabrakan', 0.652119517326355), ('tertimpa', 0.6383646726608276), ('membentur', 0.6381518244743347), ('menabraknya', 0.638125479221344), ('ditabrak', 0.6371952891349792)]"
3,menerjang,"[('menghantam', 0.7751156687736511), ('menerpa', 0.7144222855567932), ('dihantam', 0.6621840000152588), ('tersapu', 0.6491151452064514), ('diterjang', 0.6478099822998047), ('menabrak', 0.6302381753921509), ('menyambar', 0.626314640045166), ('menghempaskan', 0.6211060285568237), ('terhempas', 0.6128315925598145), ('tertiup', 0.6092877984046936)]"
3,menerpa,"[('menerjang', 0.7144222259521484), ('diterpa', 0.6644905209541321), ('diterjang', 0.6160560846328735), ('menghantam', 0.6072092056274414), ('melanda', 0.6064689755439758), ('dilanda', 0.5923019647598267), ('menimpa', 0.5799530148506165), ('terjangan', 0.578737199306488), ('dihantam', 0.5715315341949463), ('menyelimuti', 0.5670530796051025)]"
3,menggemparkan,"[('menghebohkan', 0.6505352258682251), ('mengagetkan', 0.5830904841423035), ('menggegerkan', 0.5726620554924011), ('dinantikan', 0.5524556636810303), ('dinanti', 0.5373708009719849), ('menyedihkan', 0.5333923697471619), ('mengegerkan', 0.5185390114784241), ('meresahkan', 0.5169175267219543), ('disayangkan', 0.5147688388824463), ('miris', 0.5125992298126221)]"
3,menggenangi,"[('terendam', 0.7969663143157959), ('tergenang', 0.795933723449707), ('digenangi', 0.7023971080780029), ('meluap', 0.6922540664672852), ('genangan', 0.6666227579116821), ('keruh', 0.6354070901870728), ('luapan', 0.6256610751152039), ('menggenang', 0.6191211938858032), ('membanjiri', 0.6082301139831543), ('bangis', 0.6044087409973145)]"
3,menghanguskan,"[('melalap', 0.7234259247779846), ('dilalap', 0.6866984367370605), ('terbakar', 0.6630858182907104), ('membakar', 0.6529803276062012), ('kobaran', 0.6095630526542664), ('dihanguskan', 0.6055840253829956), ('tersulut', 0.6024526953697205), ('korek', 0.5995754599571228), ('nyalakan', 0.5872237682342529), ('penyembur', 0.5852597951889038)]"
3,menghantam,"[('menerjang', 0.7751156687736511), ('menabrak', 0.719640851020813), ('dihantam', 0.70094233751297), ('menembakkan', 0.6455940008163452), ('meledak', 0.6351252198219299), ('menghujani', 0.6348981857299805), ('membentur', 0.6325344443321228), ('diterjang', 0.6153088808059692), ('menenggelamkan', 0.6140903830528259), ('menghancurkan', 0.6121004819869995)]"
3,meningitis,"[('herpes', 0.8241685032844543), ('sinusitis', 0.8200474977493286), ('pneumonia', 0.814436137676239), ('difteri', 0.8081374168395996), ('sifilis', 0.8023561239242554), ('tuberkulosis', 0.7993537783622742), ('hepatitis', 0.7954363822937012), ('leukemia', 0.7886790633201599), ('urtikaria', 0.7885415554046631), ('akut', 0.7860848307609558)]"
3,merapi,"[('kelud', 0.7660567760467529), ('merbabu', 0.6829603314399719), ('semeru', 0.673806369304657), ('marapi', 0.6677631735801697), ('lawu', 0.6599246859550476), ('sinabung', 0.6563464403152466), ('rinjani', 0.6496955156326294), ('ceremai', 0.648999035358429), ('bromo', 0.6423401832580566), ('erupsi', 0.6393694877624512)]"
3,mereda,"[('memanas', 0.6996162533760071), ('merebak', 0.6725164651870728), ('dilanda', 0.6569892764091492), ('melemah', 0.6562155485153198), ('membaik', 0.6508379578590393), ('memudar', 0.6367267370223999), ('goyah', 0.6244440078735352), ('pulih', 0.6242732405662537), ('memperparah', 0.6232621073722839), ('memburuk', 0.6218199133872986)]"
3,mitigasi,"[('penanggulangan', 0.7275558710098267), ('pencegahan', 0.6613849401473999), ('pemantauan', 0.6586722135543823), ('monitoring', 0.5975683331489563), ('penanganan', 0.5898814797401428), ('vulkanologi', 0.5699498653411865), ('hidrologi', 0.5652828812599182), ('pengendalian', 0.5602415800094604), ('kesiapsiagaan', 0.5595890879631042), ('pengontrolan', 0.5572514533996582)]"
3,mundurnya,"[('hengkangnya', 0.6192895770072937), ('mundur', 0.6130690574645996), ('kekalahannya', 0.6118454933166504), ('runtuhnya', 0.6101217865943909), ('kalahnya', 0.6004430651664734), ('kejatuhannya', 0.5997635126113892), ('jatuhnya', 0.5988835692405701), ('kejatuhan', 0.59629887342453), ('bubarnya', 0.5853027105331421), ('keruntuhan', 0.575053870677948)]"
3,musnah,"[('lenyap', 0.7517589926719666), ('dimusnahkan', 0.7269114851951599), ('hancur', 0.704172670841217), ('roboh', 0.6772381067276001), ('binasa', 0.660140872001648), ('runtuh', 0.6366139054298401), ('dihancurkan', 0.6196866035461426), ('ditelan', 0.6083705425262451), ('dibinasakan', 0.6028188467025757), ('diruntuhkan', 0.6005575656890869)]"
3,musnahnya,"[('hancurnya', 0.6013998985290527), ('penggundulan', 0.5253251194953918), ('kemusnahan', 0.5234048366546631), ('menyusutnya', 0.5225913524627686), ('terlepasnya', 0.5173400640487671), ('lantak', 0.5169307589530945), ('terbakarnya', 0.5110149383544922), ('terhentinya', 0.5090687274932861), ('punahnya', 0.500421404838562), ('ditimpa', 0.49697232246398926)]"
3,nubuat,"[('nubuatan', 0.7735408544540405), ('tafsiran', 0.6838968396186829), ('penggenapan', 0.6714520454406738), ('yehezkiel', 0.662198007106781), ('nubuatnya', 0.6551008224487305), ('penafsiran', 0.6482028365135193), ('perikop', 0.6476671099662781), ('penyataan', 0.6427768468856812), ('yesaya', 0.6402097940444946), ('mesias', 0.639442503452301)]"
3,parit,"[('selokan', 0.6085108518600464), ('benteng', 0.6033530235290527), ('tembok', 0.5961898565292358), ('tanggul', 0.5814497470855713), ('pagar', 0.532934308052063), ('terowongan', 0.5282812714576721), ('gorong', 0.5281325578689575), ('bentengnya', 0.5266236662864685), ('tepian', 0.525486409664154), ('lubang', 0.5156770944595337)]"
3,pecahnya,"[('meletusnya', 0.7809275984764099), ('berakhirnya', 0.6714127659797668), ('runtuhnya', 0.6566778421401978), ('terjadinya', 0.6178283095359802), ('pecah', 0.6131587028503418), ('jatuhnya', 0.6118625402450562), ('meletus', 0.5948220491409302), ('mereda', 0.5947588086128235), ('keruntuhan', 0.5829318761825562), ('hancurnya', 0.5820469856262207)]"
3,pedih,"[('azab', 0.7002038955688477), ('sedih', 0.6177607178688049), ('lapar', 0.6155903339385986), ('ditimpa', 0.6139745712280273), ('letih', 0.6094258427619934), ('bersedih', 0.6054708361625671), ('menyakitkan', 0.6030807495117188), ('sengsara', 0.5983932018280029), ('celaka', 0.596843957901001), ('kesusahan', 0.5952374339103699)]"
3,pelapukan,"[('pengendapan', 0.8030178546905518), ('dekomposisi', 0.7690638303756714), ('erosi', 0.763698399066925), ('sedimentasi', 0.761752188205719), ('alterasi', 0.743370532989502), ('kristalisasi', 0.7285490036010742), ('endapan', 0.7177165150642395), ('pelarutan', 0.7142207026481628), ('sedimen', 0.7074003219604492), ('pengikisan', 0.7043368816375732)]"
